discount_price,is_active,item_price,quantity,registration_price,tax,total_price,create_time,update_time,channel_order_id,channel_order_item_id,contract_id,currency,entity,field,hash_code,install_id,material_id,order_id,order_item_id,order_item_status,order_item_type,value
,Y,,1,,,,2024-11-18 05:25:07.942000 +00:00,2024-11-27 09:06:32.278000 +00:00,G-241118-000046,S-241118-000019,,,CollectOrder,orderId,39560c2b46df9d7f06858f0678d32227,1YcNOdyZIKd,WP_113818,0105432300014,0105432300014-0102,BOOKING_CONFIRMED,ONETIME,0105432300014
,Y,,1,,,,2024-11-18 05:15:21.134000 +00:00,2024-11-27 04:52:45.676000 +00:00,G-241118-000045,S-241118-000018,0105432300013-0101-30000A,,CollectOrder,orderId,8c2cd91b55ff7a4bb1a17381df09b407,1YcMhJYr5n8,WP_113782,0105432300013,0105432300013-0101,ORDER_ON_HOLD,RENTAL,0105432300013
,Y,,1,,,,2024-11-18 05:09:14.314000 +00:00,2024-11-18 05:09:54.881000 +00:00,G-241118-000042,S-241118-000017,,,CollectOrder,orderId,c667f152952882122afbb57b9284e1a4,1YcMGEKlZE4,WP_113818,0105432300012,0105432300012-0102,CANCELLATION_COMPLETED,ONETIME,0105432300012
,Y,,1,,,,2024-11-18 05:07:13.735000 +00:00,2024-11-18 05:07:14.444000 +00:00,G-241118-000041,S-241118-000016,0105432300011-0101-30000A,,CollectOrder,orderId,9dcf5c7b6c843f50d8d989bf84fc814c,1YcM7K1MNrP,WP_113782,0105432300011,0105432300011-0101,BOOKING_CONFIRMED,RENTAL,0105432300011
,Y,,1,,,,2024-11-18 04:34:45.159000 +00:00,2024-11-18 04:34:50.350000 +00:00,G-241118-000025,S-241118-000015,0105432300010-0101-30000A,,CollectOrder,orderId,f2e3b0f0837306e1d65db6a5efe85c0a,1YcJnQwM5rH,WP_113818,0105432300010,0105432300010-0101,CANCELLATION_COMPLETED,RENTAL,0105432300010
,Y,,1,,,,2024-11-18 04:23:04.201000 +00:00,2024-11-18 04:24:03.641000 +00:00,G-241118-000016,S-241118-000014,0105432300009-0101-30000A,,CollectOrder,orderId,836cda555e99f7354b803602a34bc2ca,1YcIxflTsAU,WP_113816,0105432300009,0105432300009-0101,CANCELLATION_COMPLETED,RENTAL,0105432300009
,Y,,1,,,,2024-11-18 04:13:08.938000 +00:00,2024-11-19 10:03:54.178000 +00:00,G-241118-000010,S-241118-000013,0105432300008-0101-30000A,,CollectOrder,orderId,344164f1ac5b06fc19a9b23155b1c89d,1YcIFih0tDz,WP_113782,0105432300008,0105432300008-0101,SUSPENDED,RENTAL,0105432300008
,Y,,1,,,,2024-11-18 02:41:17.461000 +00:00,2024-11-26 09:04:57.426000 +00:00,G-241118-000009,S-241118-000008,0105432300004-0101-30000A,,CollectOrder,orderId,c5abf30721b0520ac9c005e558016114,1YcBgjSwayI,WP_113792,0105432300004,0105432300004-0101,BOOKING_CONFIRMED,RENTAL,0105432300004
,Y,,1,,,,2024-11-18 02:41:17.461000 +00:00,2024-11-27 04:36:21.181000 +00:00,G-241118-000009,S-241118-000009,0105432300004-0201-50000A,,CollectOrder,orderId,341dbe3d1427c0a825b736b088a01b4c,1YcBglwVaN6,WP_113781,0105432300004,0105432300004-0201,ORDER_ON_HOLD,RENTAL,0105432300004
,Y,,1,,,,2024-11-18 02:41:17.461000 +00:00,2024-11-27 04:46:57.245000 +00:00,G-241118-000009,S-241118-000010,0105432300004-0301-50000A,,CollectOrder,orderId,fb0a2e6985d41bc856820ed22d1f304c,1YcBgnvPtiy,WP_113818,0105432300004,0105432300004-0301,ORDER_ON_HOLD,RENTAL,0105432300004
,Y,,1,,,,2024-11-18 02:41:17.461000 +00:00,2024-11-27 04:52:56.895000 +00:00,G-241118-000009,S-241118-000011,0105432300004-0401-70000A,,CollectOrder,orderId,e8defbe4768b389ab0f50247d0bf83fc,1YcBgpuKD4w,WP_113785,0105432300004,0105432300004-0401,ORDER_ON_HOLD,RENTAL,0105432300004
,Y,,1,,,,2024-11-18 02:41:17.461000 +00:00,2024-11-26 09:04:57.870000 +00:00,G-241118-000009,S-241118-000012,0105432300004-0501-30000A,,CollectOrder,orderId,33a78afb805531e58708b0155230be31,1YcBgro7k5o,WP_113818,0105432300004,0105432300004-0501,BOOKING_CONFIRMED,RENTAL,0105432300004
,Y,,1,,,,2024-11-18 02:40:21.265000 +00:00,2024-11-27 09:06:29.866000 +00:00,G-241118-000008,S-241118-000004,0105432300003-0101-50000A,,CollectOrder,orderId,0c21a3ebd44945845f8a11dcb8a725de,1YcBcaI5AEg,WP_113793,0105432300003,0105432300003-0101,BOOKING_CONFIRMED,RENTAL,0105432300003
,Y,,1,,,,2024-11-18 02:40:21.265000 +00:00,2024-11-27 09:06:30.467000 +00:00,G-241118-000008,S-241118-000005,0105432300003-0201-50000A,,CollectOrder,orderId,a32b995ade182c78b6d80d59177bf05c,1YcBcdJzcOM,WP_113783,0105432300003,0105432300003-0201,BOOKING_CONFIRMED,RENTAL,0105432300003
,Y,,1,,,,2024-11-18 02:40:21.265000 +00:00,2024-11-28 01:00:58.571000 +00:00,G-241118-000008,S-241118-000006,0105432300003-0301-50000A,,CollectOrder,orderId,1e097538c032af5d2135acf394e0cdc9,1YcBcfN9teI,WP_113818,0105432300003,0105432300003-0301,ORDER_ON_HOLD,RENTAL,0105432300003
,Y,,1,,,,2024-11-18 02:40:21.265000 +00:00,2024-11-27 09:06:32.356000 +00:00,G-241118-000008,S-241118-000007,0105432300003-0401-50000A,,CollectOrder,orderId,fc47adf7ca12bfc0385e78129ed81933,1YcBchMv0Pe,WP_113785,0105432300003,0105432300003-0401,BOOKING_CONFIRMED,RENTAL,0105432300003
,Y,,1,,,,2024-11-18 00:57:04.035000 +00:00,2024-11-19 08:16:08.007000 +00:00,G-241118-000004,S-241118-000003,0105432300002-0101-30000A,,CollectOrder,orderId,38e1fa9485cdea2a9d877060eefa4547,1Yc4ExYLBdh,WP_113818,0105432300002,0105432300002-0101,ORDER_ON_HOLD,RENTAL,0105432300002
,Y,,1,,,,2024-11-18 00:25:21.238000 +00:00,2024-11-18 00:25:27.479000 +00:00,G-241118-000001,S-241118-000002,0105432300001-0201-30000A,,CollectOrder,orderId,09c37597a8cbb6da2ccfec3ee217212e,1Yc1ymHKGsL,WP_113818,0105432300001,0105432300001-0201,BOOKING_CONFIRMED,RENTAL,0105432300001
,Y,,1,,,,2024-11-18 00:25:21.236000 +00:00,2024-11-18 00:25:25.652000 +00:00,G-241118-000001,S-241118-000001,0105432300001-0101-70000A,,CollectOrder,orderId,6f20fbbba27f850ac81a29173c251128,1Yc1ySi8gvX,WP_113818,0105432300001,0105432300001-0101,SUSPENDED,RENTAL,0105432300001
,Y,,1,,,,2024-11-16 09:18:44.142000 +00:00,2024-11-28 09:05:00.944000 +00:00,G-241116-000025,S-241116-000015,,,CollectOrder,orderId,d23497358bec17ea60e3a44db7cbd461,1YZKHYnbP1Z,WP_113786,0105432100020,0105432100020-0102,BOOKING_CONFIRMED,ONETIME,0105432100020
,Y,,1,,,,2024-11-16 09:18:22.339000 +00:00,2024-11-17 09:04:41.993000 +00:00,G-241116-000024,S-241116-000014,,,CollectOrder,orderId,edb43c3fed84a2f0348435b668925f3d,1YZKFwrtoy3,WPP_1237716,0105432100019,0105432100019-0102,BOOKING_CONFIRMED,ONETIME,0105432100019
,Y,,1,,,,2024-11-16 08:57:30.274000 +00:00,2024-11-16 09:11:05.920000 +00:00,G-241116-000023,S-241116-000013,,,CollectOrder,orderId,3010dfd524f0362c9815ad9a20f2c321,1YZIlUevlDE,WPP_1237716,0105432100018,0105432100018-0102,CANCELLATION_COMPLETED,ONETIME,0105432100018
,Y,,1,,,,2024-11-16 08:41:52.471000 +00:00,2024-11-29 09:03:57.806000 +00:00,G-241116-000022,S-241116-000012,0105432100017-0101-50000A,,CollectOrder,orderId,7caeec5b472b6d6a2412c3e160c510e9,1YZHeF4vHWJ,WP_113725,0105432100017,0105432100017-0101,BOOKING_CONFIRMED,RENTAL,0105432100017
,Y,,1,,,,2024-11-16 08:30:48.161000 +00:00,2024-11-28 01:21:30.872000 +00:00,G-241116-000021,S-241116-000011,,,CollectOrder,orderId,511c36f01293069c509c9351c13ba112,1YZGrBoxtJW,WPP_1237716,0105432100016,0105432100016-0102,ORDER_ON_HOLD,ONETIME,0105432100016
,Y,,1,,,,2024-11-16 08:23:28.640000 +00:00,2024-11-29 09:03:59.126000 +00:00,G-241116-000020,S-241116-000009,,,CollectOrder,orderId,55f190b76e3a32b2d7dbb41d836484ae,1YZGKjUpogn,WP_113786,0105432100015,0105432100015-0102,BOOKING_CONFIRMED,ONETIME,0105432100015
,Y,,1,,,,2024-11-16 08:23:28.640000 +00:00,2024-11-29 09:03:58.934000 +00:00,G-241116-000020,S-241116-000010,,,CollectOrder,orderId,7c032851717edadd39c6fd2ac1483c1b,1YZGKmCakaC,WP_113786,0105432100015,0105432100015-0202,BOOKING_CONFIRMED,ONETIME,0105432100015
,Y,,1,,,,2024-11-16 07:42:20.698000 +00:00,2024-11-29 09:03:58.882000 +00:00,G-241116-000019,S-241116-000008,,,CollectOrder,orderId,d33961bf389540e04cec50d531e36fd5,1YZDOUcLhY6,WP_113786,0105432100014,0105432100014-0102,BOOKING_CONFIRMED,ONETIME,0105432100014
,Y,,1,,,,2024-11-16 07:28:04.364000 +00:00,2024-11-29 09:03:58.475000 +00:00,G-241116-000016,S-241116-000006,0105432100010-0101-30000A,,CollectOrder,orderId,88c89f9e7705d2b212b0c2c5b8e65a43,1YZCNG7bJtr,WP_113725,0105432100010,0105432100010-0101,BOOKING_CONFIRMED,RENTAL,0105432100010
,Y,,1,,,,2024-11-16 07:23:25.522000 +00:00,2024-11-29 09:03:58.538000 +00:00,G-241116-000003,S-241116-000002,,,CollectOrder,orderId,9871c4e62701cabf0ce5f65caf52c8e9,1YZC2fSyDvS,WP_113627,0105432100009,0105432100009-0102,BOOKING_CONFIRMED,ONETIME,0105432100009
,Y,,1,,,,2024-11-16 07:21:12.015000 +00:00,2024-11-28 09:04:59.849000 +00:00,G-241116-000015,S-241116-000005,,,CollectOrder,orderId,922a8cfecdabe3376ef693abbf711fee,1YZBsoGuOJ6,WP_113725,0105432100008,0105432100008-0102,BOOKING_CONFIRMED,ONETIME,0105432100008
,Y,,1,,,,2024-11-16 06:46:59.954000 +00:00,2024-11-29 09:03:58.601000 +00:00,G-241116-000002,S-241116-000001,0105432100004-0101-30000A,,CollectOrder,orderId,82d5cfabd6d83ff4e305848f4ca44c1b,1YZ9RHQUCui,WP_113818,0105432100004,0105432100004-0101,BOOKING_CONFIRMED,RENTAL,0105432100004
,Y,,1,,,,2024-11-16 06:42:04.477000 +00:00,2024-11-16 06:42:06.418000 +00:00,G-241116-000007,S-241116-000003,0105432100003-0101-30000A,,CollectOrder,orderId,b8b841098d3e13f6a0057120d4e46f61,1YZ95TBUjhh,WP_113725,0105432100003,0105432100003-0101,BOOKING_SCHEDULED,RENTAL,0105432100003
,Y,,1,,,,2024-11-16 06:40:20.620000 +00:00,2024-11-29 09:03:58.294000 +00:00,G-241116-000005,S-241116-000002,0105432100002-0101-30000A,,CollectOrder,orderId,e593dced4f00acaa4ef842cbaa53a079,1YZ8xoYiFuy,WP_113725,0105432100002,0105432100002-0101,BOOKING_CONFIRMED,RENTAL,0105432100002
,Y,,1,,,,2024-11-16 04:36:57.622000 +00:00,2024-11-20 23:34:31.705000 +00:00,G-241116-000001,S-241116-000001,,,CollectOrder,orderId,86da22b1fbccc2752d9a4d8a5a834349,1YZ098fjeZ0,WP_113637,0105432100001,0105432100001-0102,ORDER_ON_HOLD,ONETIME,0105432100001
,Y,,1,,,,2024-11-15 08:59:11.810000 +00:00,2024-11-18 04:48:08.152000 +00:00,100117316611512253,1001173166115122531544793,0105432000082-0101-30000A,,CollectOrder,orderId,14c4f0fc00255a6d6a99087261c355ec,1YXdywtMeoW,WP_113713,0105432000082,0105432000082-0101,INSTALL_COMPLETED,RENTAL,0105432000082
,Y,,1,,,,2024-11-15 08:59:10.414000 +00:00,2024-11-18 04:47:49.710000 +00:00,100117316611497851,1001173166114978511977961,0105432000081-0101-N0000A,,CollectOrder,orderId,1ff5ee3c3cf8497a8e4c591aae896e22,1YXdyqSq3BJ,WP_113781,0105432000081,0105432000081-0101,ORDER_ON_HOLD,RENTAL,0105432000081
,Y,,1,,,,2024-11-15 08:59:08.947000 +00:00,2024-11-17 09:04:42.718000 +00:00,100117316611480124,1001173166114801241901312,0105432000080-0101-50000A,,CollectOrder,orderId,bbe226d0ae06877865b07180acfef221,1YXdyjj0Vge,WP_113627,0105432000080,0105432000080-0101,BOOKING_CONFIRMED,RENTAL,0105432000080
,Y,,1,,,,2024-11-15 08:59:05.788000 +00:00,2024-11-15 08:59:07.184000 +00:00,100117316611448962,1001173166114489621961018,0105432000079-0101-N0000A,,CollectOrder,orderId,a88a3815dd106117f15617b1809b7094,1YXdyVIIeU3,WP_113725,0105432000079,0105432000079-0101,SUSPENDED,RENTAL,0105432000079
,Y,,1,,,,2024-11-15 08:59:02.807000 +00:00,2024-11-15 08:59:04.268000 +00:00,100117316611420560,1001173166114205601682476,0105432000078-0101-50000A,,CollectOrder,orderId,0c4b0f53e03d393755f48615c2a24390,1YXdyHehbrK,WP_113792,0105432000078,0105432000078-0101,SUSPENDED,RENTAL,0105432000078
,Y,,1,,,,2024-11-15 08:59:00.129000 +00:00,2024-11-15 08:59:01.257000 +00:00,100117316611392730,1001173166113927301242512,0105432000077-0101-30000A,,CollectOrder,orderId,c7a66f3a7a8557552cb107d5321358d0,1YXdy5P7FwP,WP_113781,0105432000077,0105432000077-0101,SUSPENDED,RENTAL,0105432000077
,Y,,1,,,,2024-11-15 08:58:57.680000 +00:00,2024-11-15 08:58:58.703000 +00:00,100117316611366830,1001173166113668301199064,0105432000076-0101-N0000A,,CollectOrder,orderId,486b5b47db64712dd46e4812a98059bb,1YXdxuDwoAG,WP_113792,0105432000076,0105432000076-0101,SUSPENDED,RENTAL,0105432000076
,Y,,1,,,,2024-11-15 08:58:54.709000 +00:00,2024-11-15 08:58:55.785000 +00:00,100117316611340080,1001173166113400801277352,0105432000075-0101-50000A,,CollectOrder,orderId,90b8bba1ee6d7cc88857eb9eabed2e42,1YXdxga3wOF,WP_113729,0105432000075,0105432000075-0101,SUSPENDED,RENTAL,0105432000075
,Y,,1,,,,2024-11-15 08:58:52.394000 +00:00,2024-11-15 08:58:53.477000 +00:00,100117316611311412,1001173166113114121503076,0105432000074-0101-70000A,,CollectOrder,orderId,09134b9ad8c103ffdf53a5e3c36143ad,1YXdxW9A6vs,WP_113781,0105432000074,0105432000074-0101,SUSPENDED,RENTAL,0105432000074
,Y,,1,,,,2024-11-15 08:58:49.445000 +00:00,2024-11-15 08:58:50.554000 +00:00,100117316611288260,1001173166112882601050914,0105432000073-0101-30000A,,CollectOrder,orderId,ed6e6682a1525046893b1d16b0cbe4e3,1YXdxIR1iOd,WP_113786,0105432000073,0105432000073-0101,SUSPENDED,RENTAL,0105432000073
,Y,,1,,,,2024-11-15 08:58:48.080000 +00:00,2024-11-18 01:45:51.238000 +00:00,100117316611273903,1001173166112739031019194,0105432000072-0101-70000A,,CollectOrder,orderId,5aec1319646c0a67b007b7780157dcd7,1YXdxCBZFos,WP_113819,0105432000072,0105432000072-0101,INSTALL_COMPLETED,RENTAL,0105432000072
,Y,,1,,,,2024-11-15 08:58:46.503000 +00:00,2024-11-18 04:45:35.411000 +00:00,100117316611256564,1001173166112565641911852,0105432000071-0101-50000A,,CollectOrder,orderId,be21c92a23fe893d62546cc5751ae6e7,1YXdx532NmR,WP_113627,0105432000071,0105432000071-0101,INSTALL_COMPLETED,RENTAL,0105432000071
,Y,,1,,,,2024-11-15 08:58:44.490000 +00:00,2024-11-17 09:04:41.917000 +00:00,100117316611238212,1001173166112382121659351,0105432000070-0101-30000A,,CollectOrder,orderId,ff10cd94d8bfcfe178bf2dd9cc0c695e,1YXdwvoDr9m,WP_113713,0105432000070,0105432000070-0101,BOOKING_CONFIRMED,RENTAL,0105432000070
,Y,,1,,,,2024-11-15 08:58:42.881000 +00:00,2024-11-18 01:45:53.617000 +00:00,100117316611219943,1001173166112199431884715,0105432000069-0101-30000A,,CollectOrder,orderId,ed4dd8397eb1771da0440b3e16ca2e6f,1YXdwoQeTSN,WP_113725,0105432000069,0105432000069-0101,ORDER_ON_HOLD,RENTAL,0105432000069
,Y,,1,,,,2024-11-15 08:58:41.146000 +00:00,2024-11-18 02:10:47.008000 +00:00,100117316611204150,1001173166112041501618258,0105432000068-0101-50000A,,CollectOrder,orderId,709ca3c03086c3725ea0e171308ff8c3,1YXdwgVJ3RX,WP_113793,0105432000068,0105432000068-0101,WORK_IN_PROGRESS,RENTAL,0105432000068
,Y,,1,,,,2024-11-15 08:58:35.705000 +00:00,2024-11-17 09:04:54.642000 +00:00,100117316611149250,1001173166111492501507701,0105432000067-0101-50000A,,CollectOrder,orderId,20a439215854bdeac20ace3858fcbabf,1YXdwHdhMnu,WP_113627,0105432000067,0105432000067-0101,BOOKING_CONFIRMED,RENTAL,0105432000067
,Y,,1,,,,2024-11-15 08:58:33.740000 +00:00,2024-11-17 09:04:54.249000 +00:00,100117316611130894,1001173166111308941016472,0105432000066-0101-30000A,,CollectOrder,orderId,26441fd9e66824818f03f6dd7f6aa011,1YXdw8ZfoDC,WP_113780,0105432000066,0105432000066-0101,BOOKING_CONFIRMED,RENTAL,0105432000066
,Y,,1,,,,2024-11-15 08:58:32.159000 +00:00,2024-11-17 09:04:54.166000 +00:00,100117316611115004,1001173166111150041523268,0105432000065-0101-N0000A,,CollectOrder,orderId,652bff859c5d864a597268e98f98fae9,1YXdw1PRMYh,WP_113780,0105432000065,0105432000065-0101,BOOKING_CONFIRMED,RENTAL,0105432000065
,Y,,1,,,,2024-11-15 08:58:30.574000 +00:00,2024-11-17 09:04:54.501000 +00:00,100117316611098150,1001173166110981501019958,0105432000064-0101-N0000A,,CollectOrder,orderId,001567b29e96c44c576d2e68ae36e9c2,1YXdvu6yzEL,WP_113792,0105432000064,0105432000064-0101,BOOKING_CONFIRMED,RENTAL,0105432000064
,Y,,1,,,,2024-11-15 08:58:28.732000 +00:00,2024-11-17 09:04:54.570000 +00:00,100117316611078723,1001173166110787231885713,0105432000063-0101-50000A,,CollectOrder,orderId,56b1131ae6d3082299e701a4b183d1f6,1YXdvleQGpQ,WP_113627,0105432000063,0105432000063-0101,BOOKING_CONFIRMED,RENTAL,0105432000063
,Y,,1,,,,2024-11-15 08:58:26.899000 +00:00,2024-11-17 09:04:54.109000 +00:00,100117316611062624,1001173166110626241598313,0105432000062-0101-30000A,,CollectOrder,orderId,ac66dc6d9ac348b279f4e189aed7d95a,1YXdvdHotxC,WP_113793,0105432000062,0105432000062-0101,BOOKING_CONFIRMED,RENTAL,0105432000062
,Y,,1,,,,2024-11-15 08:58:24.568000 +00:00,2024-11-15 08:58:25.748000 +00:00,100117316611038751,1001173166110387511173628,0105432000061-0101-30000A,,CollectOrder,orderId,23b799a8361dbaf9bb58d2ed2e3964cb,1YXdvSZblmZ,WP_113781,0105432000061,0105432000061-0101,SUSPENDED,RENTAL,0105432000061
,Y,,1,,,,2024-11-15 08:58:21.872000 +00:00,2024-11-15 08:58:22.983000 +00:00,100117316611011422,1001173166110114221107087,0105432000060-0101-N0000A,,CollectOrder,orderId,bf0f8a7f18b382e661f7fe077162d604,1YXdvGKIYO5,WP_113792,0105432000060,0105432000060-0101,SUSPENDED,RENTAL,0105432000060
,Y,,1,,,,2024-11-15 08:58:19.224000 +00:00,2024-11-15 08:58:20.563000 +00:00,100117316610983120,1001173166109831201658755,0105432000059-0101-30000A,,CollectOrder,orderId,613912f719abe386520cead972b1a40f,1YXdv4C5XYY,WP_113784,0105432000059,0105432000059-0101,SUSPENDED,RENTAL,0105432000059
,Y,,1,,,,2024-11-15 08:58:16.307000 +00:00,2024-11-15 08:58:17.810000 +00:00,100117316610956171,1001173166109561711540136,0105432000058-0101-N0000A,,CollectOrder,orderId,d03f193454badf7f9b4f07d7f0f5a9d8,1YXduqrVrE8,WP_113713,0105432000058,0105432000058-0101,SUSPENDED,RENTAL,0105432000058
,Y,,1,,,,2024-11-15 08:58:13.664000 +00:00,2024-11-15 08:58:15.067000 +00:00,100117316610930403,1001173166109304031618573,0105432000057-0101-30000A,,CollectOrder,orderId,fbd36ced8cd7693a7c653e009e57662b,1YXduelr07r,WP_113727,0105432000057,0105432000057-0101,SUSPENDED,RENTAL,0105432000057
,Y,,1,,,,2024-11-15 08:58:10.472000 +00:00,2024-11-15 08:58:12.241000 +00:00,100117316610898144,1001173166108981441103213,0105432000056-0101-50000A,,CollectOrder,orderId,c8e71455ffffd08d896401e7d72731b7,1YXduQ6ODLo,WP_113784,0105432000056,0105432000056-0101,SUSPENDED,RENTAL,0105432000056
,Y,,1,,,,2024-11-15 08:58:08.943000 +00:00,2024-11-17 09:04:54.365000 +00:00,100117316610879233,1001173166108792331013500,0105432000055-0101-70000A,,CollectOrder,orderId,792e9c54fedfa37d128ed09eb17c7741,1YXduJ2PO6B,WP_113627,0105432000055,0105432000055-0101,BOOKING_CONFIRMED,RENTAL,0105432000055
,Y,,1,,,,2024-11-15 08:58:07.100000 +00:00,2024-11-17 09:04:53.983000 +00:00,100117316610864584,1001173166108645841051170,0105432000054-0101-50000A,,CollectOrder,orderId,29810d1db0a0badfa8f912297e913fab,1YXduAbYGMW,WP_113816,0105432000054,0105432000054-0101,BOOKING_CONFIRMED,RENTAL,0105432000054
,Y,,1,,,,2024-11-15 08:58:05.355000 +00:00,2024-11-17 09:04:53.898000 +00:00,100117316610846383,1001173166108463831727011,0105432000053-0101-70000A,,CollectOrder,orderId,cdc61faafdfef0126bdc351148a22eb6,1YXdu2ikmsp,WP_113781,0105432000053,0105432000053-0101,BOOKING_CONFIRMED,RENTAL,0105432000053
,Y,,1,,,,2024-11-15 08:58:03.698000 +00:00,2024-11-17 09:04:54.307000 +00:00,100117316610829441,1001173166108294411839504,0105432000052-0101-N0000A,,CollectOrder,orderId,9b3ef81a12bbd34cd2ad0b1aaac52c57,1YXdtv7qG4Q,WP_113781,0105432000052,0105432000052-0101,BOOKING_CONFIRMED,RENTAL,0105432000052
,Y,,1,,,,2024-11-15 08:58:01.965000 +00:00,2024-11-17 09:04:54.425000 +00:00,100117316610810580,1001173166108105801202994,0105432000051-0101-70000A,,CollectOrder,orderId,f3ffefa9f57bd4738e91d09a5f404747,1YXdtn6XFXv,WP_113637,0105432000051,0105432000051-0101,BOOKING_CONFIRMED,RENTAL,0105432000051
,Y,,1,,,,2024-11-15 08:57:59.833000 +00:00,2024-11-17 09:04:54.048000 +00:00,100117316610781794,1001173166107817941520417,0105432000050-0101-70000A,,CollectOrder,orderId,ba43eface549d0735c1ca757c648490c,1YXdtdL4qxW,WP_113816,0105432000050,0105432000050-0101,BOOKING_CONFIRMED,RENTAL,0105432000050
,Y,,1,,,,2024-11-15 08:57:53.532000 +00:00,2024-11-18 03:59:13.495000 +00:00,100117316610728780,1001173166107287801494780,0105432000049-0101-30000A,,CollectOrder,orderId,54888c52253eace90d580e9bb77c8df2,1YXdtATxA5B,WP_113818,0105432000049,0105432000049-0101,INSTALL_COMPLETED,RENTAL,0105432000049
,Y,,1,,,,2024-11-15 08:57:51.914000 +00:00,2024-11-18 07:25:21.473000 +00:00,100117316610712663,1001173166107126631111006,0105432000048-0101-50000A,,CollectOrder,orderId,1e8ed92c684e5ea45b3f08c6806896e8,1YXdt3BCk3Z,WP_113784,0105432000048,0105432000048-0101,INSTALL_COMPLETED,RENTAL,0105432000048
,Y,,1,,,,2024-11-15 08:57:50.100000 +00:00,2024-11-17 09:04:42.720000 +00:00,100117316610693080,1001173166106930801182656,0105432000047-0101-N0000A,,CollectOrder,orderId,03f657f3bf6c846e8d267f330b36684f,1YXdsut9BTM,WP_113780,0105432000047,0105432000047-0101,BOOKING_CONFIRMED,RENTAL,0105432000047
,Y,,1,,,,2024-11-15 08:57:48.462000 +00:00,2024-11-18 05:57:29.336000 +00:00,100117316610678320,1001173166106783201578097,0105432000046-0101-N0000A,,CollectOrder,orderId,091714df638478cddb0e75dea023d240,1YXdsnHxGyu,WP_113780,0105432000046,0105432000046-0101,INSTALL_COMPLETED,RENTAL,0105432000046
,Y,,1,,,,2024-11-15 08:57:46.819000 +00:00,2024-11-17 09:04:42.821000 +00:00,100117316610659574,1001173166106595741770214,0105432000045-0101-30000A,,CollectOrder,orderId,ffe19f8a9b180cf405f658a3ad7d80f0,1YXdsfn0KqV,WP_113713,0105432000045,0105432000045-0101,BOOKING_CONFIRMED,RENTAL,0105432000045
,Y,,1,,,,2024-11-15 08:57:44.757000 +00:00,2024-11-17 09:04:42.104000 +00:00,100117316610640641,1001173166106406411261322,0105432000044-0101-30000A,,CollectOrder,orderId,e22c8c00eb41b6d95a7bb11f119a2c79,1YXdsWKHSxQ,WP_113784,0105432000044,0105432000044-0101,BOOKING_CONFIRMED,RENTAL,0105432000044
,Y,,1,,,,2024-11-15 08:57:41.752000 +00:00,2024-11-15 08:57:43.414000 +00:00,100117316610610364,1001173166106103641755154,0105432000043-0101-70000A,,CollectOrder,orderId,f1ca5ee4498ab290d739d17ce41b306a,1YXdsIfpcwR,WP_113784,0105432000043,0105432000043-0101,SUSPENDED,RENTAL,0105432000043
,Y,,1,,,,2024-11-15 08:57:38.826000 +00:00,2024-11-15 08:57:40.088000 +00:00,100117316610578964,1001173166105789641225706,0105432000042-0101-N0000A,,CollectOrder,orderId,792691b45ba2783bd00fb60914c82e0c,1YXds5O5Sul,WP_113781,0105432000042,0105432000042-0101,SUSPENDED,RENTAL,0105432000042
,Y,,1,,,,2024-11-15 08:57:35.473000 +00:00,2024-11-15 08:57:37.285000 +00:00,100117316610544520,1001173166105445201556827,0105432000041-0101-50000A,,CollectOrder,orderId,fa2e0db6657b526b362ca587c9499c8c,1YXdrpuwsNQ,WP_113729,0105432000041,0105432000041-0101,SUSPENDED,RENTAL,0105432000041
,Y,,1,,,,2024-11-15 08:57:31.632000 +00:00,2024-11-15 08:57:33.091000 +00:00,100117316610505773,1001173166105057731409726,0105432000040-0101-70000A,,CollectOrder,orderId,93a86f640ac30f63e7bb1d33c17546e5,1YXdrYHGedW,WP_113793,0105432000040,0105432000040-0101,SUSPENDED,RENTAL,0105432000040
,Y,,1,,,,2024-11-15 08:57:27.940000 +00:00,2024-11-15 08:57:29.943000 +00:00,100117316610470792,1001173166104707921325527,0105432000039-0101-50000A,,CollectOrder,orderId,0f7c7b230383825e8c3dd48483c41474,1YXdrHQgaSx,WP_113713,0105432000039,0105432000039-0101,SUSPENDED,RENTAL,0105432000039
,Y,,1,,,,2024-11-15 08:57:24.349000 +00:00,2024-11-15 08:57:26.271000 +00:00,100117316610436774,1001173166104367741050822,0105432000038-0101-70000A,,CollectOrder,orderId,bca94b1812161b8cb0a52e071677bb26,1YXdr10Ve8j,WP_113783,0105432000038,0105432000038-0101,SUSPENDED,RENTAL,0105432000038
,Y,,1,,,,2024-11-15 08:57:22.625000 +00:00,2024-11-18 02:01:37.392000 +00:00,100117316610416553,1001173166104165531019580,0105432000037-0101-70000A,,CollectOrder,orderId,c0e0c360b93c29e91654316a2379457f,1YXdqt60Zza,WP_113643,0105432000037,0105432000037-0101,INSTALL_COMPLETED,RENTAL,0105432000037
,Y,,1,,,,2024-11-15 08:57:20.514000 +00:00,2024-11-17 09:04:41.318000 +00:00,100117316610395111,1001173166103951111013665,0105432000036-0101-N0000A,,CollectOrder,orderId,ec085d17ffb46dc6090228681906a3ad,1YXdqjb0v4L,WP_113727,0105432000036,0105432000036-0101,BOOKING_CONFIRMED,RENTAL,0105432000036
