id,doc_id,version,doc_hash,doc_type,doc_status,workflow_status,workflow_id,document_date,posting_date,entry_date,fiscal_year,fiscal_month,company_code,tx_currency,tx_amount,currency,amount,reference,text,is_deleted,create_time,created_by,update_time,updated_by
177,SA2500300177,1,d42a4d6a6cfc0bebceb37d31db9d52b1,SA,NO,IN,,2024-12-02,2024-12-02,2025-01-03,2024,12,N200,USD,1461.3750,USD,1461.3750,0105433700057-0402,[일시불] 주문접수,N,2025-01-03 11:57:12.308996,ONETIME,2025-01-03 11:57:14.351759,ONETIME
178,SA2500300178,1,4125485fc9d45a7de7b724311fdf04dc,SA,NO,IN,,2024-12-02,2024-12-02,2025-01-03,2024,12,N200,USD,1461.3750,USD,1461.3750,0105433700057-0502,[일시불] 주문접수,N,2025-01-03 11:57:12.309215,ONETIME,2025-01-03 11:57:14.352663,ONETIME
179,SA2500300179,1,0cd6214303bda83a5039641ff88c8fb5,SA,NO,IN,,2024-12-02,2024-12-02,2025-01-03,2024,12,N200,USD,1461.3750,USD,1461.3750,0105433700057-0602,[일시불] 주문접수,N,2025-01-03 11:57:12.309465,ONETIME,2025-01-03 11:57:14.353541,ONETIME
180,SA2500300180,1,2b83158fad8797fe21906d8d66880932,SA,NO,IN,,2024-12-22,2024-12-22,2025-01-03,2024,12,N200,USD,2110.8800,USD,2110.8800,0105435800006-0102,[일시불] 주문접수,N,2025-01-03 11:57:12.309861,ONETIME,2025-01-03 11:57:14.354524,ONETIME
181,SA2500300181,1,830ea461c5b551648c3039ab14d5aaf9,SA,NO,IN,,2024-12-10,2024-12-10,2025-01-03,2024,12,N200,USD,1461.3750,USD,1461.3750,0105434500046-0102,[일시불] 주문접수,N,2025-01-03 11:57:12.309995,ONETIME,2025-01-03 11:57:14.355359,ONETIME
182,SA2500300182,1,303a48108797730b4d5b5a505f55ca87,SA,NO,IN,,2024-12-11,2024-12-11,2025-01-03,2024,12,N200,USD,1630.2000,USD,1630.2000,0105434700008-0102,[일시불] 주문접수,N,2025-01-03 11:57:12.310199,ONETIME,2025-01-03 11:57:14.356192,ONETIME
183,SA2500300183,1,dbd5fed30a6a405bb4a74743b19b739f,SA,NO,IN,,2024-12-09,2024-12-09,2025-01-03,2024,12,N200,USD,1461.3750,USD,1461.3750,0105434500012-0102,[일시불] 주문접수,N,2025-01-03 11:57:12.310320,ONETIME,2025-01-03 11:57:14.357631,ONETIME
184,SA2500300184,1,636f981706c534354f0f54ab8df1f571,SA,NO,IN,,2024-12-02,2024-12-02,2025-01-03,2024,12,N200,USD,1645.4000,USD,1645.4000,0105433800005-0102,[일시불] 주문접수,N,2025-01-03 11:57:12.310524,ONETIME,2025-01-03 11:57:14.358647,ONETIME
185,SA2500300185,1,20cfee2b2d2e0d55e929294ad5e1793e,SA,NO,IN,,2024-12-01,2024-12-01,2025-01-03,2024,12,N200,USD,1630.2000,USD,1630.2000,0105433700010-0102,[일시불] 주문접수,N,2025-01-03 11:57:12.310827,ONETIME,2025-01-03 11:57:14.359503,ONETIME
186,SA2500300186,1,3dcfe3cecb3f44afaf5a0533af31291e,SA,NO,IN,,2024-12-01,2024-12-01,2025-01-03,2024,12,N200,USD,1630.2000,USD,1630.2000,0105433700010-0202,[일시불] 주문접수,N,2025-01-03 11:57:12.310971,ONETIME,2025-01-03 11:57:14.360504,ONETIME
187,SA2500300187,1,4f6d043f44d72a91214955b3ca504931,SA,NO,IN,,2024-12-20,2024-12-20,2025-01-03,2024,12,N200,USD,1335.2600,USD,1335.2600,0105435600008-0102,[일시불] 주문접수,N,2025-01-03 11:57:12.311160,ONETIME,2025-01-03 11:57:14.361433,ONETIME
188,SA2500300188,1,7ac1179749e1306cbc1b0bc7e2c86b33,SA,NO,IN,,2024-12-11,2024-12-11,2025-01-03,2024,12,N200,USD,1630.2000,USD,1630.2000,0105434700030-0102,[일시불] 주문접수,N,2025-01-03 11:57:12.311348,ONETIME,2025-01-03 11:57:14.362293,ONETIME
189,SA2500300189,1,f354bbda2c7a737dc8c2199f6e21c564,SA,NO,IN,,2024-12-11,2024-12-11,2025-01-03,2024,12,N200,USD,1630.2000,USD,1630.2000,0105434700030-0202,[일시불] 주문접수,N,2025-01-03 11:57:12.311508,ONETIME,2025-01-03 11:57:14.363088,ONETIME
190,SA2500300190,1,336828fc7f143ad29047188a2bc7af1a,SA,NO,IN,,2024-12-11,2024-12-11,2025-01-03,2024,12,N200,USD,1630.2000,USD,1630.2000,0105434700030-0302,[일시불] 주문접수,N,2025-01-03 11:57:12.311659,ONETIME,2025-01-03 11:57:14.363931,ONETIME
191,SA2500300191,1,5608a6062305287d3cba70dfd5d19c2c,SA,NO,IN,,2024-12-11,2024-12-11,2025-01-03,2024,12,N200,USD,1447.8750,USD,1447.8750,0105434700030-0402,[일시불] 주문접수,N,2025-01-03 11:57:12.311948,ONETIME,2025-01-03 11:57:14.364822,ONETIME
192,SA2500300192,1,e239671ab53741a8b08de9d496760aaa,SA,NO,IN,,2024-12-11,2024-12-11,2025-01-03,2024,12,N200,USD,1447.8750,USD,1447.8750,0105434700030-0502,[일시불] 주문접수,N,2025-01-03 11:57:12.312109,ONETIME,2025-01-03 11:57:14.365662,ONETIME
193,SA2500300193,1,8eead0c34d0c671b9f7bf23cea872ff1,SA,NO,IN,,2024-12-11,2024-12-11,2025-01-03,2024,12,N200,USD,1447.8750,USD,1447.8750,0105434700030-0602,[일시불] 주문접수,N,2025-01-03 11:57:12.312235,ONETIME,2025-01-03 11:57:14.366526,ONETIME
194,SA2500300194,1,2facdafc96e3f4aeb31d44138596b4ed,SA,NO,IN,,2024-12-08,2024-12-08,2025-01-03,2024,12,N200,USD,1645.4000,USD,1645.4000,0105434300035-0102,[일시불] 주문접수,N,2025-01-03 11:57:12.312423,ONETIME,2025-01-03 11:57:14.368417,ONETIME
195,SA2500300195,1,8c076973e4d47285bd4ddafd15ecdba9,SA,NO,IN,,2024-12-10,2024-12-10,2025-01-03,2024,12,N200,USD,1461.3750,USD,1461.3750,0105434500044-0102,[일시불] 주문접수,N,2025-01-03 11:57:12.312607,ONETIME,2025-01-03 11:57:14.369320,ONETIME
196,SA2500300196,1,03cd424ca464e574c21c5645a7caf6c3,SA,NO,IN,,2024-12-11,2024-12-11,2025-01-03,2024,12,N200,USD,1461.3750,USD,1461.3750,0105434300039-0102,[일시불] 대금입금,N,2025-01-03 11:57:35.279775,ONETIME,2025-01-03 11:57:37.348232,ONETIME
197,SA2500300197,1,be6bc48fc276079e14de631344c6db19,SA,NO,IN,,2024-12-13,2024-12-13,2025-01-03,2024,12,N200,USD,1461.3750,USD,1461.3750,0105434500040-0102,[일시불] 대금입금,N,2025-01-03 11:57:35.280299,ONETIME,2025-01-03 11:57:37.350592,ONETIME
198,SA2500300198,1,9ce75bbdb433a2d74157c526e0dcea1c,SA,NO,IN,,2024-12-16,2024-12-16,2025-01-03,2024,12,N200,USD,1.0800,USD,1.0800,0105434900006-0102,[일시불] 대금입금,N,2025-01-03 11:57:35.280455,ONETIME,2025-01-03 11:57:37.351549,ONETIME
199,SA2500300199,1,5c23a235904bf5b727b5fc53ab2a931c,SA,NO,IN,,2025-01-01,2025-01-01,2025-01-03,2025,1,N200,USD,1461.3800,USD,1461.3800,0105436500008-0102,[일시불] 대금입금,N,2025-01-03 11:57:35.280588,ONETIME,2025-01-03 11:57:37.352463,ONETIME
200,SA2500300200,1,a8c435add30d8e7631d43b15c66804be,SA,NO,IN,,2025-01-01,2025-01-01,2025-01-03,2025,1,N200,USD,1461.3800,USD,1461.3800,0105436500008-0202,[일시불] 대금입금,N,2025-01-03 11:57:35.280724,ONETIME,2025-01-03 11:57:37.353340,ONETIME
201,SA2500300201,1,e928bc7b45fdbd8f407fa05f3edc4a76,SA,NO,IN,,2025-01-01,2025-01-01,2025-01-03,2025,1,N200,USD,1461.3800,USD,1461.3800,0105436500008-0302,[일시불] 대금입금,N,2025-01-03 11:57:35.280866,ONETIME,2025-01-03 11:57:37.354164,ONETIME
202,SA2500300202,1,1f61688e480ccdefa40080b544e57f52,SA,NO,IN,,2025-01-01,2025-01-01,2025-01-03,2025,1,N200,USD,1461.3800,USD,1461.3800,0105436500008-0402,[일시불] 대금입금,N,2025-01-03 11:57:35.280991,ONETIME,2025-01-03 11:57:37.355025,ONETIME
203,SA2500300203,1,6f74758220c65ee1293a4d3d24faffd5,SA,NO,IN,,2024-12-13,2024-12-13,2025-01-03,2024,12,N200,USD,1461.3750,USD,1461.3750,0105434600007-0102,[일시불] 대금입금,N,2025-01-03 11:57:35.281116,ONETIME,2025-01-03 11:57:37.355931,ONETIME
204,SA2500300204,1,5e33a0b6b575509871d060dfe02762f7,SA,NO,IN,,2024-12-12,2024-12-12,2025-01-03,2024,12,N200,USD,1645.4000,USD,1645.4000,0105434400045-0102,[일시불] 대금입금,N,2025-01-03 11:57:35.281312,ONETIME,2025-01-03 11:57:37.357057,ONETIME
205,SA2500300205,1,b79353e4fd6e90dd39eef2647aedd14b,SA,NO,IN,,2024-12-12,2024-12-12,2025-01-03,2024,12,N200,USD,1461.3750,USD,1461.3750,0105434400045-0202,[일시불] 대금입금,N,2025-01-03 11:57:35.281442,ONETIME,2025-01-03 11:57:37.358417,ONETIME
206,SA2500300206,1,b719bbf1aa2ee9e83038a5a52625c170,SA,NO,IN,,2024-12-28,2024-12-28,2025-01-03,2024,12,N200,USD,1461.3800,USD,1461.3800,0105436100016-0102,[일시불] 대금입금,N,2025-01-03 11:57:35.281753,ONETIME,2025-01-03 11:57:37.359418,ONETIME
207,SA2500300207,1,95805d859a1a960abab9bee5301bfe4d,SA,NO,IN,,2024-12-21,2024-12-21,2025-01-03,2024,12,N200,USD,1461.3750,USD,1461.3750,0105435300045-0102,[일시불] 대금입금,N,2025-01-03 11:57:35.282127,ONETIME,2025-01-03 11:57:37.360250,ONETIME
208,SA2500300208,1,c6fe98bb2c34ca114c363f0e21ccdfdf,SA,NO,IN,,2024-12-07,2024-12-07,2025-01-03,2024,12,N200,USD,2197.4750,USD,2197.4750,0105434000002-0102,[일시불] 대금입금,N,2025-01-03 11:57:35.282287,ONETIME,2025-01-03 11:57:37.361046,ONETIME
209,SA2500300209,1,7def90e762db285a8cfeb476ca18d78e,SA,NO,IN,,2024-12-04,2024-12-04,2025-01-03,2024,12,N200,USD,1461.3750,USD,1461.3750,0105433700025-0102,[일시불] 대금입금,N,2025-01-03 11:57:35.282418,ONETIME,2025-01-03 11:57:37.361966,ONETIME
210,SA2500300210,1,2e2cd1ae4c23ba8a05a6da5e97c9253f,SA,NO,IN,,2024-12-04,2024-12-04,2025-01-03,2024,12,N200,USD,1461.3750,USD,1461.3750,0105433700025-0202,[일시불] 대금입금,N,2025-01-03 11:57:35.282548,ONETIME,2025-01-03 11:57:37.362798,ONETIME
211,SA2500300211,1,d617b2d9bf20bd47da50015f1799fd21,SA,NO,IN,,2024-12-04,2024-12-04,2025-01-03,2024,12,N200,USD,1461.3750,USD,1461.3750,0105433700025-0602,[일시불] 대금입금,N,2025-01-03 11:57:35.282728,ONETIME,2025-01-03 11:57:37.363583,ONETIME
212,SA2500300212,1,719b84f497c9dcadebf5d87fcaae87c2,SA,NO,IN,,2024-12-11,2024-12-11,2025-01-03,2024,12,N200,USD,1461.3750,USD,1461.3750,0105434300022-0102,[일시불] 대금입금,N,2025-01-03 11:57:35.282855,ONETIME,2025-01-03 11:57:37.364305,ONETIME
213,SA2500300213,1,886a943e74e5e0533343ebf8575a6246,SA,NO,IN,,2024-12-11,2024-12-11,2025-01-03,2024,12,N200,USD,1461.3750,USD,1461.3750,0105434300022-0202,[일시불] 대금입금,N,2025-01-03 11:57:35.282971,ONETIME,2025-01-03 11:57:37.365008,ONETIME
214,SA2500300214,1,4aa4c1d9f6092524087c529afd1c1f52,SA,NO,IN,,2024-12-11,2024-12-11,2025-01-03,2024,12,N200,USD,1461.3750,USD,1461.3750,0105434300022-0302,[일시불] 대금입금,N,2025-01-03 11:57:35.283093,ONETIME,2025-01-03 11:57:37.365703,ONETIME
215,SA2500300215,1,b63db6d8cb4bccf6cbeb6fce3b5df650,SA,NO,IN,,2025-01-02,2025-01-02,2025-01-03,2025,1,N200,USD,1461.3800,USD,1461.3800,0105436600008-0102,[일시불] 대금입금,N,2025-01-03 11:57:35.283220,ONETIME,2025-01-03 11:57:37.366331,ONETIME
216,SA2500300216,1,731244aaafef97d5ede58cb3d44209bf,SA,NO,IN,,2024-12-20,2024-12-20,2025-01-03,2024,12,N200,USD,1.0800,USD,1.0800,0105435300001-0102,[일시불] 대금입금,N,2025-01-03 11:57:35.283343,ONETIME,2025-01-03 11:57:37.366982,ONETIME
217,SA2500300217,1,f9b6b8e5654fa2240fd65055211c6dfb,SA,NO,IN,,2024-12-13,2024-12-13,2025-01-03,2024,12,N200,USD,2197.4750,USD,2197.4750,0105434500039-0102,[일시불] 대금입금,N,2025-01-03 11:57:35.283581,ONETIME,2025-01-03 11:57:37.367749,ONETIME
218,SA2500300218,1,819f1e5f11471afc72452b2f6d6f5cbc,SA,NO,IN,,2024-12-15,2024-12-15,2025-01-03,2024,12,N200,USD,1447.8750,USD,1447.8750,0105434700074-0102,[일시불] 대금입금,N,2025-01-03 11:57:35.283757,ONETIME,2025-01-03 11:57:37.368461,ONETIME
219,SA2500300219,1,c71522c986effc096dcd34c08d60fa90,SA,NO,IN,,2024-12-09,2024-12-09,2025-01-03,2024,12,N200,USD,1461.3750,USD,1461.3750,0105434200018-0102,[일시불] 대금입금,N,2025-01-03 11:57:35.284028,ONETIME,2025-01-03 11:57:37.369180,ONETIME
220,SA2500300220,1,b55285330f3ae968dd73e1ea7452bb3a,SA,NO,IN,,2024-12-09,2024-12-09,2025-01-03,2024,12,N200,USD,1461.3750,USD,1461.3750,0105434200018-0202,[일시불] 대금입금,N,2025-01-03 11:57:35.284143,ONETIME,2025-01-03 11:57:37.369919,ONETIME
221,SA2500300221,1,bca767df4c89eaf74e05331be809ecde,SA,NO,IN,,2024-12-09,2024-12-09,2025-01-03,2024,12,N200,USD,1461.3750,USD,1461.3750,0105434200018-0302,[일시불] 대금입금,N,2025-01-03 11:57:35.284249,ONETIME,2025-01-03 11:57:37.370699,ONETIME
222,SA2500300222,1,bf675bf5ca60f2cbfd4bb94e155d02ae,SA,NO,IN,,2024-12-20,2024-12-20,2025-01-03,2024,12,N200,USD,1335.2600,USD,1335.2600,0105435200062-0102,[일시불] 대금입금,N,2025-01-03 11:57:35.284436,ONETIME,2025-01-03 11:57:37.371335,ONETIME
223,SA2500300223,1,96f517e456154c073c81e9f2c8e7be06,SA,NO,IN,,2024-12-20,2024-12-20,2025-01-03,2024,12,N200,USD,1335.2600,USD,1335.2600,0105435200062-0202,[일시불] 대금입금,N,2025-01-03 11:57:35.284576,ONETIME,2025-01-03 11:57:37.371997,ONETIME
224,SA2500300224,1,14b12158b78eccf6835af097aa149972,SA,NO,IN,,2024-12-20,2024-12-20,2025-01-03,2024,12,N200,USD,1335.2600,USD,1335.2600,0105435300012-0102,[일시불] 대금입금,N,2025-01-03 11:57:35.284721,ONETIME,2025-01-03 11:57:37.372653,ONETIME
225,SA2500300225,1,25e6ffe5980f240b854da7904f312c15,SA,NO,IN,,2024-12-26,2024-12-26,2025-01-03,2024,12,N200,USD,1447.8800,USD,1447.8800,0105435900004-0102,[일시불] 대금입금,N,2025-01-03 11:57:35.284875,ONETIME,2025-01-03 11:57:37.373290,ONETIME
226,SA2500300226,1,160d7396cce53389c8bb7fd528977d8d,SA,NO,IN,,2024-12-19,2024-12-19,2025-01-03,2024,12,N200,USD,1461.3750,USD,1461.3750,0105435200010-0102,[일시불] 대금입금,N,2025-01-03 11:57:35.285036,ONETIME,2025-01-03 11:57:37.373983,ONETIME
227,SA2500300227,1,2db64f8c15ac164d1b114a67c861118c,SA,NO,IN,,2024-12-13,2024-12-13,2025-01-03,2024,12,N200,USD,1461.3750,USD,1461.3750,0105434600008-0102,[일시불] 대금입금,N,2025-01-03 11:57:35.285185,ONETIME,2025-01-03 11:57:37.374688,ONETIME
228,SA2500300228,1,42a249868b14e2c41b31d60650825b59,SA,NO,IN,,2024-12-10,2024-12-10,2025-01-03,2024,12,N200,USD,1645.4000,USD,1645.4000,0105434300006-0102,[일시불] 대금입금,N,2025-01-03 11:57:35.285301,ONETIME,2025-01-03 11:57:37.375342,ONETIME
229,SA2500300229,1,977e46f60e81b17fea28c890c62e6155,SA,NO,IN,,2024-12-11,2024-12-11,2025-01-03,2024,12,N200,USD,1461.3750,USD,1461.3750,0105434400034-0102,[일시불] 대금입금,N,2025-01-03 11:57:35.285451,ONETIME,2025-01-03 11:57:37.376293,ONETIME
230,SA2500300230,1,361ec0d247b95a1448c2d0c8ba604e20,SA,NO,IN,,2024-12-11,2024-12-11,2025-01-03,2024,12,N200,USD,1461.3750,USD,1461.3750,0105434400034-0202,[일시불] 대금입금,N,2025-01-03 11:57:35.285573,ONETIME,2025-01-03 11:57:37.377070,ONETIME
231,SA2500300231,1,d176a3e796403704afd373f74fec0bab,SA,NO,IN,,2024-12-11,2024-12-11,2025-01-03,2024,12,N200,USD,1461.3750,USD,1461.3750,0105434400034-0302,[일시불] 대금입금,N,2025-01-03 11:57:35.285689,ONETIME,2025-01-03 11:57:37.377741,ONETIME
232,SA2500300232,1,7107a42dec513c960b1d1b15011591db,SA,NO,IN,,2025-01-01,2025-01-01,2025-01-03,2025,1,N200,USD,1461.3800,USD,1461.3800,0105436500001-0102,[일시불] 대금입금,N,2025-01-03 11:57:35.285802,ONETIME,2025-01-03 11:57:37.378576,ONETIME
233,SA2500300233,1,5001e3e0decaff10da211b9ca803640b,SA,NO,IN,,2025-01-01,2025-01-01,2025-01-03,2025,1,N200,USD,1461.3800,USD,1461.3800,0105436500001-0202,[일시불] 대금입금,N,2025-01-03 11:57:35.285951,ONETIME,2025-01-03 11:57:37.379308,ONETIME
234,SA2500300234,1,f005bed75c9a664b47d9058fe07c4b4e,SA,NO,IN,,2025-01-01,2025-01-01,2025-01-03,2025,1,N200,USD,1461.3800,USD,1461.3800,0105436500002-0102,[일시불] 대금입금,N,2025-01-03 11:57:35.286066,ONETIME,2025-01-03 11:57:37.380047,ONETIME
235,SA2500300235,1,78416d5377cd77202274961df4577e71,SA,NO,IN,,2024-12-11,2024-12-11,2025-01-03,2024,12,N200,USD,1461.3750,USD,1461.3750,0105434400026-0102,[일시불] 대금입금,N,2025-01-03 11:57:35.286186,ONETIME,2025-01-03 11:57:37.380912,ONETIME
236,SA2500300236,1,a4d19e665edbb8307fe9484e3c5cc84a,SA,NO,IN,,2024-12-11,2024-12-11,2025-01-03,2024,12,N200,USD,1461.3750,USD,1461.3750,0105434400026-0202,[일시불] 대금입금,N,2025-01-03 11:57:35.286296,ONETIME,2025-01-03 11:57:37.381740,ONETIME
237,SA2500300237,1,07e482d59f9c8fe07bfdf514c0e993e1,SA,NO,IN,,2024-12-11,2024-12-11,2025-01-03,2024,12,N200,USD,1461.3750,USD,1461.3750,0105434400026-0302,[일시불] 대금입금,N,2025-01-03 11:57:35.286413,ONETIME,2025-01-03 11:57:37.382547,ONETIME
238,SA2500300238,1,de3d70a80ddf4a4ca2a640e70d92a769,SA,NO,IN,,2024-12-20,2024-12-20,2025-01-03,2024,12,N200,USD,1347.7100,USD,1347.7100,0105435200061-0102,[일시불] 대금입금,N,2025-01-03 11:57:35.286584,ONETIME,2025-01-03 11:57:37.383448,ONETIME
239,SA2500300239,1,611a8416651ad7aba96ebb9a38c89fb4,SA,NO,IN,,2024-12-08,2024-12-08,2025-01-03,2024,12,N200,USD,1645.4000,USD,1645.4000,0105434100041-0102,[일시불] 대금입금,N,2025-01-03 11:57:35.286842,ONETIME,2025-01-03 11:57:37.384246,ONETIME
240,SA2500300240,1,286ab09e10e091d8a0d47af70ed7130d,SA,NO,IN,,2024-12-04,2024-12-04,2025-01-03,2024,12,N200,USD,1447.8750,USD,1447.8750,0105433700020-0102,[일시불] 대금입금,N,2025-01-03 11:57:35.287084,ONETIME,2025-01-03 11:57:37.385014,ONETIME
241,SA2500300241,1,6ec1af886ec6c0c52952dd5f6745b666,SA,NO,IN,,2024-12-13,2024-12-13,2025-01-03,2024,12,N200,USD,1461.3750,USD,1461.3750,0105434500045-0102,[일시불] 대금입금,N,2025-01-03 11:57:35.287226,ONETIME,2025-01-03 11:57:37.385767,ONETIME
242,SA2500300242,1,76a32fabe1451a0ce45393bb2c3887e5,SA,NO,IN,,2024-12-13,2024-12-13,2025-01-03,2024,12,N200,USD,1461.3750,USD,1461.3750,0105434500043-0102,[일시불] 대금입금,N,2025-01-03 11:57:35.287342,ONETIME,2025-01-03 11:57:37.386478,ONETIME
243,SA2500300243,1,559b1578afb5e81f38eaab403e9d4a24,SA,NO,IN,,2024-12-24,2024-12-24,2025-01-03,2024,12,N200,USD,1.0700,USD,1.0700,0105435600012-0102,[일시불] 대금입금,N,2025-01-03 11:57:35.287472,ONETIME,2025-01-03 11:57:37.387254,ONETIME
244,SA2500300244,1,ad5af82cced925b1dc9089595cc8f29d,SA,NO,IN,,2024-12-11,2024-12-11,2025-01-03,2024,12,N200,USD,1645.4000,USD,1645.4000,0105434300040-0102,[일시불] 대금입금,N,2025-01-03 11:57:35.287588,ONETIME,2025-01-03 11:57:37.388072,ONETIME
245,SA2500300245,1,6c564b1bbdbb810dafc74e1ac7fd118c,SA,NO,IN,,2024-12-29,2024-12-29,2025-01-03,2024,12,N200,USD,1461.3800,USD,1461.3800,0105436100025-0102,[일시불] 대금입금,N,2025-01-03 11:57:35.287711,ONETIME,2025-01-03 11:57:37.388828,ONETIME
246,SA2500300246,1,3f09ddec2da19a37a4037ee55dc3b56b,SA,NO,IN,,2024-12-29,2024-12-29,2025-01-03,2024,12,N200,USD,1461.3800,USD,1461.3800,0105436100025-0202,[일시불] 대금입금,N,2025-01-03 11:57:35.287822,ONETIME,2025-01-03 11:57:37.389575,ONETIME
247,SA2500300247,1,b975d917a2d5c2136e7a7594c5543fb7,SA,NO,IN,,2024-12-29,2024-12-29,2025-01-03,2024,12,N200,USD,1461.3800,USD,1461.3800,0105436100025-0302,[일시불] 대금입금,N,2025-01-03 11:57:35.287930,ONETIME,2025-01-03 11:57:37.390345,ONETIME
248,SA2500300248,1,45e0a17f71686404b0d0a74c914ad4d2,SA,NO,IN,,2024-12-29,2024-12-29,2025-01-03,2024,12,N200,USD,1461.3800,USD,1461.3800,0105436100025-0402,[일시불] 대금입금,N,2025-01-03 11:57:35.288045,ONETIME,2025-01-03 11:57:37.391132,ONETIME
249,SA2500300249,1,bdbacd551633cbf0537f4ef1342d8357,SA,NO,IN,,2024-12-29,2024-12-29,2025-01-03,2024,12,N200,USD,1461.3800,USD,1461.3800,0105436100025-0502,[일시불] 대금입금,N,2025-01-03 11:57:35.288157,ONETIME,2025-01-03 11:57:37.391914,ONETIME
250,SA2500300250,1,910c06d926260d65f79d8601e64f2011,SA,NO,IN,,2024-12-29,2024-12-29,2025-01-03,2024,12,N200,USD,1461.3800,USD,1461.3800,0105436100025-0602,[일시불] 대금입금,N,2025-01-03 11:57:35.288276,ONETIME,2025-01-03 11:57:37.392701,ONETIME
251,SA2500300251,1,13dc4b2e5a0f8e574a88861243e75973,SA,NO,IN,,2024-12-14,2024-12-14,2025-01-03,2024,12,N200,USD,1461.3750,USD,1461.3750,0105434700005-0102,[일시불] 대금입금,N,2025-01-03 11:57:35.288444,ONETIME,2025-01-03 11:57:37.394047,ONETIME
252,SA2500300252,1,f1c4c1f42343e28df9fed383d03c0c06,SA,NO,IN,,2024-12-14,2024-12-14,2025-01-03,2024,12,N200,USD,1461.3750,USD,1461.3750,0105434700005-0202,[일시불] 대금입금,N,2025-01-03 11:57:35.288559,ONETIME,2025-01-03 11:57:37.394825,ONETIME
253,SA2500300253,1,60a872d55d6e472c5dc2b1fa71d7e853,SA,NO,IN,,2024-12-19,2024-12-19,2025-01-03,2024,12,N200,USD,2197.4750,USD,2197.4750,0105435200001-0102,[일시불] 대금입금,N,2025-01-03 11:57:35.288740,ONETIME,2025-01-03 11:57:37.395574,ONETIME
254,SA2500300254,1,42bab0f7db1d8c62f887167aea3b488d,SA,NO,IN,,2024-12-19,2024-12-19,2025-01-03,2024,12,N200,USD,2197.4750,USD,2197.4750,0105435200001-0202,[일시불] 대금입금,N,2025-01-03 11:57:35.288985,ONETIME,2025-01-03 11:57:37.396285,ONETIME
255,SA2500300255,1,e94ada87c6f23240db609a901e50a5cf,SA,NO,IN,,2024-12-19,2024-12-19,2025-01-03,2024,12,N200,USD,2197.4750,USD,2197.4750,0105435200001-0302,[일시불] 대금입금,N,2025-01-03 11:57:35.289114,ONETIME,2025-01-03 11:57:37.397096,ONETIME
256,SA2500300256,1,3e800111d1fa5dfcfe6f2184315754d4,SA,NO,IN,,2024-12-19,2024-12-19,2025-01-03,2024,12,N200,USD,2197.4750,USD,2197.4750,0105435200001-0402,[일시불] 대금입금,N,2025-01-03 11:57:35.289242,ONETIME,2025-01-03 11:57:37.397897,ONETIME
257,SA2500300257,1,0d5fc308e62a35aaadf2e1a481a79769,SA,NO,IN,,2024-12-19,2024-12-19,2025-01-03,2024,12,N200,USD,2197.4750,USD,2197.4750,0105435200001-0502,[일시불] 대금입금,N,2025-01-03 11:57:35.289379,ONETIME,2025-01-03 11:57:37.398681,ONETIME
258,SA2500300258,1,48aa5d190be6bff238913262c866dbb6,SA,NO,IN,,2024-12-19,2024-12-19,2025-01-03,2024,12,N200,USD,2197.4750,USD,2197.4750,0105435200001-0602,[일시불] 대금입금,N,2025-01-03 11:57:35.289520,ONETIME,2025-01-03 11:57:37.399476,ONETIME
259,SA2500300259,1,458c7ddd9895d9976cae71341318818c,SA,NO,IN,,2024-12-04,2024-12-04,2025-01-03,2024,12,N200,USD,1630.2000,USD,1630.2000,0105433700009-0102,[일시불] 대금입금,N,2025-01-03 11:57:35.289702,ONETIME,2025-01-03 11:57:37.400279,ONETIME
260,SA2500300260,1,c58d9c6a3be86203a4631e8cd996947b,SA,NO,IN,,2024-12-11,2024-12-11,2025-01-03,2024,12,N200,USD,1645.4000,USD,1645.4000,0105434300036-0102,[일시불] 대금입금,N,2025-01-03 11:57:35.289832,ONETIME,2025-01-03 11:57:37.401133,ONETIME
261,SA2500300261,1,21b75f682e4949120bbf620070d3e34b,SA,NO,IN,,2024-12-27,2024-12-27,2025-01-03,2024,12,N200,USD,1840.2500,USD,1840.2500,0105435900026-0102,[일시불] 대금입금,N,2025-01-03 11:57:35.289938,ONETIME,2025-01-03 11:57:37.402197,ONETIME
262,SA2500300262,1,8144fd92d934545cdc4c641237cb62e4,SA,NO,IN,,2024-12-13,2024-12-13,2025-01-03,2024,12,N200,USD,1461.3750,USD,1461.3750,0105434500037-0102,[일시불] 대금입금,N,2025-01-03 11:57:35.290116,ONETIME,2025-01-03 11:57:37.403176,ONETIME
263,SA2500300263,1,7a84bd12515e2c22a13fd3b502a0bd81,SA,NO,IN,,2024-12-13,2024-12-13,2025-01-03,2024,12,N200,USD,1461.3750,USD,1461.3750,0105434600009-0102,[일시불] 대금입금,N,2025-01-03 11:57:35.290344,ONETIME,2025-01-03 11:57:37.403987,ONETIME
264,SA2500300264,1,1f53fe80cc98ec516a207bd8f153d1b3,SA,NO,IN,,2024-12-19,2024-12-19,2025-01-03,2024,12,N200,USD,1461.3750,USD,1461.3750,0105435200006-0102,[일시불] 대금입금,N,2025-01-03 11:57:35.290508,ONETIME,2025-01-03 11:57:37.404668,ONETIME
265,SA2500300265,1,733a58b85f6d480055a7ea6fb07390c9,SA,NO,IN,,2024-12-25,2024-12-25,2025-01-03,2024,12,N200,USD,1630.2000,USD,1630.2000,0105435800007-0102,[일시불] 대금입금,N,2025-01-03 11:57:35.290736,ONETIME,2025-01-03 11:57:37.405519,ONETIME
