id,doc_item_id,version,doc_item_status,doc_id,line_number,account_code,account_side,company_code,tx_currency,tx_amount,currency,amount,exchange_rate_id,text,doc_template_code,cost_center,profit_center,segment,project,customer_id,vendor_id,create_time,created_by,update_time,updated_by
622,SA2500300273-001,1,NO,SA2500300273,1,1101010,D,N200,USD,1604.2650,USD,1604.2650,0,[일시불] 대금입금,CTOR002,C0001,,,,cda886c58257ab5d62f047ee5e7e0a2d,,2025-01-03 11:57:35.557628,ONETIME,2025-01-03 11:57:37.716979,ONETIME
623,SA2500300273-002,1,NO,SA2500300273,2,5423010,D,N200,USD,41.1350,USD,41.1350,0,[일시불] 대금입금,CTOR002,C0001,,,,cda886c58257ab5d62f047ee5e7e0a2d,,2025-01-03 11:57:35.557631,ONETIME,2025-01-03 11:57:37.718424,ONETIME
624,SA2500300273-003,1,NO,SA2500300273,3,1136010,C,N200,USD,1645.4000,USD,1645.4000,0,[일시불] 대금입금,CTOR002,C0001,,,,cda886c58257ab5d62f047ee5e7e0a2d,,2025-01-03 11:57:35.557633,ONETIME,2025-01-03 11:57:37.719242,ONETIME
625,SA2500300274-001,1,NO,SA2500300274,1,1101010,D,N200,USD,1604.2650,USD,1604.2650,0,[일시불] 대금입금,CTOR002,C0001,,,,d669fdc307c8372dc05d0b13554c007b,,2025-01-03 11:57:35.559060,ONETIME,2025-01-03 11:57:37.720029,ONETIME
626,SA2500300274-002,1,NO,SA2500300274,2,5423010,D,N200,USD,41.1350,USD,41.1350,0,[일시불] 대금입금,CTOR002,C0001,,,,d669fdc307c8372dc05d0b13554c007b,,2025-01-03 11:57:35.559063,ONETIME,2025-01-03 11:57:37.720816,ONETIME
627,SA2500300274-003,1,NO,SA2500300274,3,1136010,C,N200,USD,1645.4000,USD,1645.4000,0,[일시불] 대금입금,CTOR002,C0001,,,,d669fdc307c8372dc05d0b13554c007b,,2025-01-03 11:57:35.559065,ONETIME,2025-01-03 11:57:37.721538,ONETIME
628,SA2500300275-001,1,NO,SA2500300275,1,1101010,D,N200,USD,1604.2650,USD,1604.2650,0,[일시불] 대금입금,CTOR002,C0001,,,,202c6ea13a319674e4987e01a767df0e,,2025-01-03 11:57:35.560512,ONETIME,2025-01-03 11:57:37.722254,ONETIME
629,SA2500300275-002,1,NO,SA2500300275,2,5423010,D,N200,USD,41.1350,USD,41.1350,0,[일시불] 대금입금,CTOR002,C0001,,,,202c6ea13a319674e4987e01a767df0e,,2025-01-03 11:57:35.560516,ONETIME,2025-01-03 11:57:37.723039,ONETIME
630,SA2500300275-003,1,NO,SA2500300275,3,1136010,C,N200,USD,1645.4000,USD,1645.4000,0,[일시불] 대금입금,CTOR002,C0001,,,,202c6ea13a319674e4987e01a767df0e,,2025-01-03 11:57:35.560518,ONETIME,2025-01-03 11:57:37.723784,ONETIME
631,SA2500300276-001,1,NO,SA2500300276,1,1101010,D,N200,USD,1604.2650,USD,1604.2650,0,[일시불] 대금입금,CTOR002,C0001,,,,202c6ea13a319674e4987e01a767df0e,,2025-01-03 11:57:35.562150,ONETIME,2025-01-03 11:57:37.724559,ONETIME
632,SA2500300276-002,1,NO,SA2500300276,2,5423010,D,N200,USD,41.1350,USD,41.1350,0,[일시불] 대금입금,CTOR002,C0001,,,,202c6ea13a319674e4987e01a767df0e,,2025-01-03 11:57:35.562155,ONETIME,2025-01-03 11:57:37.725351,ONETIME
633,SA2500300276-003,1,NO,SA2500300276,3,1136010,C,N200,USD,1645.4000,USD,1645.4000,0,[일시불] 대금입금,CTOR002,C0001,,,,202c6ea13a319674e4987e01a767df0e,,2025-01-03 11:57:35.562157,ONETIME,2025-01-03 11:57:37.726156,ONETIME
634,SA2500300277-001,1,NO,SA2500300277,1,1101010,D,N200,USD,1424.8455,USD,1424.8455,0,[일시불] 대금입금,CTOR002,C0001,,,,3047265264b1d59eda76313c902a173d,,2025-01-03 11:57:35.563549,ONETIME,2025-01-03 11:57:37.726985,ONETIME
635,SA2500300277-002,1,NO,SA2500300277,2,5423010,D,N200,USD,36.5345,USD,36.5345,0,[일시불] 대금입금,CTOR002,C0001,,,,3047265264b1d59eda76313c902a173d,,2025-01-03 11:57:35.563552,ONETIME,2025-01-03 11:57:37.727827,ONETIME
636,SA2500300277-003,1,NO,SA2500300277,3,1136010,C,N200,USD,1461.3800,USD,1461.3800,0,[일시불] 대금입금,CTOR002,C0001,,,,3047265264b1d59eda76313c902a173d,,2025-01-03 11:57:35.563554,ONETIME,2025-01-03 11:57:37.729496,ONETIME
637,SA2500300278-001,1,NO,SA2500300278,1,1101010,D,N200,USD,1794.2437,USD,1794.2437,0,[일시불] 대금입금,CTOR002,C0001,,,,d338a11b8ce6ef049f1db2c9136f6f32,,2025-01-03 11:57:35.565000,ONETIME,2025-01-03 11:57:37.731001,ONETIME
638,SA2500300278-002,1,NO,SA2500300278,2,5423010,D,N200,USD,46.0063,USD,46.0063,0,[일시불] 대금입금,CTOR002,C0001,,,,d338a11b8ce6ef049f1db2c9136f6f32,,2025-01-03 11:57:35.565004,ONETIME,2025-01-03 11:57:37.732014,ONETIME
639,SA2500300278-003,1,NO,SA2500300278,3,1136010,C,N200,USD,1840.2500,USD,1840.2500,0,[일시불] 대금입금,CTOR002,C0001,,,,d338a11b8ce6ef049f1db2c9136f6f32,,2025-01-03 11:57:35.565006,ONETIME,2025-01-03 11:57:37.732892,ONETIME
640,SA2500300279-001,1,NO,SA2500300279,1,1101010,D,N200,USD,1411.6781,USD,1411.6781,0,[일시불] 대금입금,CTOR002,C0001,,,,c0da25f34f5235658e4fe2b62de7962e,,2025-01-03 11:57:35.566492,ONETIME,2025-01-03 11:57:37.733913,ONETIME
641,SA2500300279-002,1,NO,SA2500300279,2,5423010,D,N200,USD,36.1969,USD,36.1969,0,[일시불] 대금입금,CTOR002,C0001,,,,c0da25f34f5235658e4fe2b62de7962e,,2025-01-03 11:57:35.566496,ONETIME,2025-01-03 11:57:37.734849,ONETIME
642,SA2500300279-003,1,NO,SA2500300279,3,1136010,C,N200,USD,1447.8750,USD,1447.8750,0,[일시불] 대금입금,CTOR002,C0001,,,,c0da25f34f5235658e4fe2b62de7962e,,2025-01-03 11:57:35.566499,ONETIME,2025-01-03 11:57:37.736105,ONETIME
643,SA2500300280-001,1,NO,SA2500300280,1,1101010,D,N200,USD,1411.6781,USD,1411.6781,0,[일시불] 대금입금,CTOR002,C0001,,,,c0da25f34f5235658e4fe2b62de7962e,,2025-01-03 11:57:35.568307,ONETIME,2025-01-03 11:57:37.737276,ONETIME
644,SA2500300280-002,1,NO,SA2500300280,2,5423010,D,N200,USD,36.1969,USD,36.1969,0,[일시불] 대금입금,CTOR002,C0001,,,,c0da25f34f5235658e4fe2b62de7962e,,2025-01-03 11:57:35.568312,ONETIME,2025-01-03 11:57:37.744423,ONETIME
645,SA2500300280-003,1,NO,SA2500300280,3,1136010,C,N200,USD,1447.8750,USD,1447.8750,0,[일시불] 대금입금,CTOR002,C0001,,,,c0da25f34f5235658e4fe2b62de7962e,,2025-01-03 11:57:35.568314,ONETIME,2025-01-03 11:57:37.746181,ONETIME
646,SA2500300281-001,1,NO,SA2500300281,1,1101010,D,N200,USD,1794.2437,USD,1794.2437,0,[일시불] 대금입금,CTOR002,C0001,,,,d338a11b8ce6ef049f1db2c9136f6f32,,2025-01-03 11:57:35.572243,ONETIME,2025-01-03 11:57:37.746922,ONETIME
647,SA2500300281-002,1,NO,SA2500300281,2,5423010,D,N200,USD,46.0063,USD,46.0063,0,[일시불] 대금입금,CTOR002,C0001,,,,d338a11b8ce6ef049f1db2c9136f6f32,,2025-01-03 11:57:35.572250,ONETIME,2025-01-03 11:57:37.747635,ONETIME
648,SA2500300281-003,1,NO,SA2500300281,3,1136010,C,N200,USD,1840.2500,USD,1840.2500,0,[일시불] 대금입금,CTOR002,C0001,,,,d338a11b8ce6ef049f1db2c9136f6f32,,2025-01-03 11:57:35.572252,ONETIME,2025-01-03 11:57:37.748344,ONETIME
649,SA2500300282-001,1,NO,SA2500300282,1,1101010,D,N200,USD,1411.6781,USD,1411.6781,0,[일시불] 대금입금,CTOR002,C0001,,,,c0da25f34f5235658e4fe2b62de7962e,,2025-01-03 11:57:35.574401,ONETIME,2025-01-03 11:57:37.749101,ONETIME
650,SA2500300282-002,1,NO,SA2500300282,2,5423010,D,N200,USD,36.1969,USD,36.1969,0,[일시불] 대금입금,CTOR002,C0001,,,,c0da25f34f5235658e4fe2b62de7962e,,2025-01-03 11:57:35.574406,ONETIME,2025-01-03 11:57:37.749813,ONETIME
651,SA2500300282-003,1,NO,SA2500300282,3,1136010,C,N200,USD,1447.8750,USD,1447.8750,0,[일시불] 대금입금,CTOR002,C0001,,,,c0da25f34f5235658e4fe2b62de7962e,,2025-01-03 11:57:35.574408,ONETIME,2025-01-03 11:57:37.750676,ONETIME
652,SA2500300283-001,1,NO,SA2500300283,1,1101010,D,N200,USD,1589.4450,USD,1589.4450,0,[일시불] 대금입금,CTOR002,C0001,,,,c0da25f34f5235658e4fe2b62de7962e,,2025-01-03 11:57:35.575817,ONETIME,2025-01-03 11:57:37.751454,ONETIME
653,SA2500300283-002,1,NO,SA2500300283,2,5423010,D,N200,USD,40.7550,USD,40.7550,0,[일시불] 대금입금,CTOR002,C0001,,,,c0da25f34f5235658e4fe2b62de7962e,,2025-01-03 11:57:35.575820,ONETIME,2025-01-03 11:57:37.752205,ONETIME
654,SA2500300283-003,1,NO,SA2500300283,3,1136010,C,N200,USD,1630.2000,USD,1630.2000,0,[일시불] 대금입금,CTOR002,C0001,,,,c0da25f34f5235658e4fe2b62de7962e,,2025-01-03 11:57:35.575822,ONETIME,2025-01-03 11:57:37.752958,ONETIME
655,SA2500300284-001,1,NO,SA2500300284,1,1101010,D,N200,USD,1589.4450,USD,1589.4450,0,[일시불] 대금입금,CTOR002,C0001,,,,c0da25f34f5235658e4fe2b62de7962e,,2025-01-03 11:57:35.577890,ONETIME,2025-01-03 11:57:37.753747,ONETIME
656,SA2500300284-002,1,NO,SA2500300284,2,5423010,D,N200,USD,40.7550,USD,40.7550,0,[일시불] 대금입금,CTOR002,C0001,,,,c0da25f34f5235658e4fe2b62de7962e,,2025-01-03 11:57:35.577895,ONETIME,2025-01-03 11:57:37.754470,ONETIME
657,SA2500300284-003,1,NO,SA2500300284,3,1136010,C,N200,USD,1630.2000,USD,1630.2000,0,[일시불] 대금입금,CTOR002,C0001,,,,c0da25f34f5235658e4fe2b62de7962e,,2025-01-03 11:57:35.577897,ONETIME,2025-01-03 11:57:37.755109,ONETIME
658,SA2500300285-001,1,NO,SA2500300285,1,1101010,D,N200,USD,1424.8406,USD,1424.8406,0,[일시불] 대금입금,CTOR002,C0001,,,,571da871e422fafdb7f1920522784445,,2025-01-03 11:57:35.579638,ONETIME,2025-01-03 11:57:37.755779,ONETIME
659,SA2500300285-002,1,NO,SA2500300285,2,5423010,D,N200,USD,36.5344,USD,36.5344,0,[일시불] 대금입금,CTOR002,C0001,,,,571da871e422fafdb7f1920522784445,,2025-01-03 11:57:35.579642,ONETIME,2025-01-03 11:57:37.756472,ONETIME
660,SA2500300285-003,1,NO,SA2500300285,3,1136010,C,N200,USD,1461.3750,USD,1461.3750,0,[일시불] 대금입금,CTOR002,C0001,,,,571da871e422fafdb7f1920522784445,,2025-01-03 11:57:35.579644,ONETIME,2025-01-03 11:57:37.758347,ONETIME
661,SA2500300286-001,1,NO,SA2500300286,1,1101010,D,N200,USD,1424.8455,USD,1424.8455,0,[일시불] 대금입금,CTOR002,C0001,,,,8dddc3c0df38f528d01edbb2e39ce0b1,,2025-01-03 11:57:35.582036,ONETIME,2025-01-03 11:57:37.760297,ONETIME
662,SA2500300286-002,1,NO,SA2500300286,2,5423010,D,N200,USD,36.5345,USD,36.5345,0,[일시불] 대금입금,CTOR002,C0001,,,,8dddc3c0df38f528d01edbb2e39ce0b1,,2025-01-03 11:57:35.582040,ONETIME,2025-01-03 11:57:37.761496,ONETIME
663,SA2500300286-003,1,NO,SA2500300286,3,1136010,C,N200,USD,1461.3800,USD,1461.3800,0,[일시불] 대금입금,CTOR002,C0001,,,,8dddc3c0df38f528d01edbb2e39ce0b1,,2025-01-03 11:57:35.582042,ONETIME,2025-01-03 11:57:37.762307,ONETIME
664,SA2500300287-001,1,NO,SA2500300287,1,1101010,D,N200,USD,1424.8455,USD,1424.8455,0,[일시불] 대금입금,CTOR002,C0001,,,,8dddc3c0df38f528d01edbb2e39ce0b1,,2025-01-03 11:57:35.583596,ONETIME,2025-01-03 11:57:37.762964,ONETIME
665,SA2500300287-002,1,NO,SA2500300287,2,5423010,D,N200,USD,36.5345,USD,36.5345,0,[일시불] 대금입금,CTOR002,C0001,,,,8dddc3c0df38f528d01edbb2e39ce0b1,,2025-01-03 11:57:35.583600,ONETIME,2025-01-03 11:57:37.763592,ONETIME
666,SA2500300287-003,1,NO,SA2500300287,3,1136010,C,N200,USD,1461.3800,USD,1461.3800,0,[일시불] 대금입금,CTOR002,C0001,,,,8dddc3c0df38f528d01edbb2e39ce0b1,,2025-01-03 11:57:35.583602,ONETIME,2025-01-03 11:57:37.764258,ONETIME
667,SA2500300288-001,1,NO,SA2500300288,1,1101010,D,N200,USD,1424.8455,USD,1424.8455,0,[일시불] 대금입금,CTOR002,C0001,,,,8dddc3c0df38f528d01edbb2e39ce0b1,,2025-01-03 11:57:35.585012,ONETIME,2025-01-03 11:57:37.764900,ONETIME
668,SA2500300288-002,1,NO,SA2500300288,2,5423010,D,N200,USD,36.5345,USD,36.5345,0,[일시불] 대금입금,CTOR002,C0001,,,,8dddc3c0df38f528d01edbb2e39ce0b1,,2025-01-03 11:57:35.585016,ONETIME,2025-01-03 11:57:37.765528,ONETIME
669,SA2500300288-003,1,NO,SA2500300288,3,1136010,C,N200,USD,1461.3800,USD,1461.3800,0,[일시불] 대금입금,CTOR002,C0001,,,,8dddc3c0df38f528d01edbb2e39ce0b1,,2025-01-03 11:57:35.585018,ONETIME,2025-01-03 11:57:37.766242,ONETIME
670,SA2500300289-001,1,NO,SA2500300289,1,1101010,D,N200,USD,1424.8455,USD,1424.8455,0,[일시불] 대금입금,CTOR002,C0001,,,,8dddc3c0df38f528d01edbb2e39ce0b1,,2025-01-03 11:57:35.592861,ONETIME,2025-01-03 11:57:37.766951,ONETIME
671,SA2500300289-002,1,NO,SA2500300289,2,5423010,D,N200,USD,36.5345,USD,36.5345,0,[일시불] 대금입금,CTOR002,C0001,,,,8dddc3c0df38f528d01edbb2e39ce0b1,,2025-01-03 11:57:35.592867,ONETIME,2025-01-03 11:57:37.767588,ONETIME
672,SA2500300289-003,1,NO,SA2500300289,3,1136010,C,N200,USD,1461.3800,USD,1461.3800,0,[일시불] 대금입금,CTOR002,C0001,,,,8dddc3c0df38f528d01edbb2e39ce0b1,,2025-01-03 11:57:35.592869,ONETIME,2025-01-03 11:57:37.768210,ONETIME
673,SA2500300290-001,1,NO,SA2500300290,1,1101010,D,N200,USD,1424.8455,USD,1424.8455,0,[일시불] 대금입금,CTOR002,C0001,,,,8dddc3c0df38f528d01edbb2e39ce0b1,,2025-01-03 11:57:35.595015,ONETIME,2025-01-03 11:57:37.768845,ONETIME
674,SA2500300290-002,1,NO,SA2500300290,2,5423010,D,N200,USD,36.5345,USD,36.5345,0,[일시불] 대금입금,CTOR002,C0001,,,,8dddc3c0df38f528d01edbb2e39ce0b1,,2025-01-03 11:57:35.595019,ONETIME,2025-01-03 11:57:37.769982,ONETIME
675,SA2500300290-003,1,NO,SA2500300290,3,1136010,C,N200,USD,1461.3800,USD,1461.3800,0,[일시불] 대금입금,CTOR002,C0001,,,,8dddc3c0df38f528d01edbb2e39ce0b1,,2025-01-03 11:57:35.595021,ONETIME,2025-01-03 11:57:37.770674,ONETIME
676,SA2500300291-001,1,NO,SA2500300291,1,1101010,D,N200,USD,1604.2650,USD,1604.2650,0,[일시불] 대금입금,CTOR002,C0001,,,,d0a651277d7b2cacc5910e946debd9db,,2025-01-03 11:57:35.596776,ONETIME,2025-01-03 11:57:37.771367,ONETIME
677,SA2500300291-002,1,NO,SA2500300291,2,5423010,D,N200,USD,41.1350,USD,41.1350,0,[일시불] 대금입금,CTOR002,C0001,,,,d0a651277d7b2cacc5910e946debd9db,,2025-01-03 11:57:35.596781,ONETIME,2025-01-03 11:57:37.772018,ONETIME
678,SA2500300291-003,1,NO,SA2500300291,3,1136010,C,N200,USD,1645.4000,USD,1645.4000,0,[일시불] 대금입금,CTOR002,C0001,,,,d0a651277d7b2cacc5910e946debd9db,,2025-01-03 11:57:35.596783,ONETIME,2025-01-03 11:57:37.772691,ONETIME
679,SA2500300292-001,1,NO,SA2500300292,1,1101010,D,N200,USD,1604.2650,USD,1604.2650,0,[일시불] 대금입금,CTOR002,C0001,,,,d0a651277d7b2cacc5910e946debd9db,,2025-01-03 11:57:35.598442,ONETIME,2025-01-03 11:57:37.773334,ONETIME
680,SA2500300292-002,1,NO,SA2500300292,2,5423010,D,N200,USD,41.1350,USD,41.1350,0,[일시불] 대금입금,CTOR002,C0001,,,,d0a651277d7b2cacc5910e946debd9db,,2025-01-03 11:57:35.598446,ONETIME,2025-01-03 11:57:37.773977,ONETIME
681,SA2500300292-003,1,NO,SA2500300292,3,1136010,C,N200,USD,1645.4000,USD,1645.4000,0,[일시불] 대금입금,CTOR002,C0001,,,,d0a651277d7b2cacc5910e946debd9db,,2025-01-03 11:57:35.598448,ONETIME,2025-01-03 11:57:37.774676,ONETIME
682,SA2500300293-001,1,NO,SA2500300293,1,1101010,D,N200,USD,1424.8406,USD,1424.8406,0,[일시불] 대금입금,CTOR002,C0001,,,,d0a651277d7b2cacc5910e946debd9db,,2025-01-03 11:57:35.600009,ONETIME,2025-01-03 11:57:37.775326,ONETIME
683,SA2500300293-002,1,NO,SA2500300293,2,5423010,D,N200,USD,36.5344,USD,36.5344,0,[일시불] 대금입금,CTOR002,C0001,,,,d0a651277d7b2cacc5910e946debd9db,,2025-01-03 11:57:35.600013,ONETIME,2025-01-03 11:57:37.778179,ONETIME
684,SA2500300293-003,1,NO,SA2500300293,3,1136010,C,N200,USD,1461.3750,USD,1461.3750,0,[일시불] 대금입금,CTOR002,C0001,,,,d0a651277d7b2cacc5910e946debd9db,,2025-01-03 11:57:35.600015,ONETIME,2025-01-03 11:57:37.779245,ONETIME
685,SA2500300294-001,1,NO,SA2500300294,1,1101010,D,N200,USD,1604.2650,USD,1604.2650,0,[일시불] 대금입금,CTOR002,C0001,,,,d0a651277d7b2cacc5910e946debd9db,,2025-01-03 11:57:35.601995,ONETIME,2025-01-03 11:57:37.780093,ONETIME
686,SA2500300294-002,1,NO,SA2500300294,2,5423010,D,N200,USD,41.1350,USD,41.1350,0,[일시불] 대금입금,CTOR002,C0001,,,,d0a651277d7b2cacc5910e946debd9db,,2025-01-03 11:57:35.601999,ONETIME,2025-01-03 11:57:37.780848,ONETIME
687,SA2500300294-003,1,NO,SA2500300294,3,1136010,C,N200,USD,1645.4000,USD,1645.4000,0,[일시불] 대금입금,CTOR002,C0001,,,,d0a651277d7b2cacc5910e946debd9db,,2025-01-03 11:57:35.602001,ONETIME,2025-01-03 11:57:37.781602,ONETIME
688,SA2500300295-001,1,NO,SA2500300295,1,1101010,D,N200,USD,1589.4450,USD,1589.4450,0,[일시불] 대금입금,CTOR002,C0001,,,,adbd61bbb9a0636b478e4b5c95fcea1b,,2025-01-03 11:57:35.603861,ONETIME,2025-01-03 11:57:37.782431,ONETIME
689,SA2500300295-002,1,NO,SA2500300295,2,5423010,D,N200,USD,40.7550,USD,40.7550,0,[일시불] 대금입금,CTOR002,C0001,,,,adbd61bbb9a0636b478e4b5c95fcea1b,,2025-01-03 11:57:35.603865,ONETIME,2025-01-03 11:57:37.783185,ONETIME
690,SA2500300295-003,1,NO,SA2500300295,3,1136010,C,N200,USD,1630.2000,USD,1630.2000,0,[일시불] 대금입금,CTOR002,C0001,,,,adbd61bbb9a0636b478e4b5c95fcea1b,,2025-01-03 11:57:35.603867,ONETIME,2025-01-03 11:57:37.784032,ONETIME
691,SA2500300296-001,1,NO,SA2500300296,1,1101010,D,N200,USD,1411.6830,USD,1411.6830,0,[일시불] 대금입금,CTOR002,C0001,,,,f6bb48c22e0013bea12249f6c3aad484,,2025-01-03 11:57:35.607704,ONETIME,2025-01-03 11:57:37.784774,ONETIME
692,SA2500300296-002,1,NO,SA2500300296,2,5423010,D,N200,USD,36.1970,USD,36.1970,0,[일시불] 대금입금,CTOR002,C0001,,,,f6bb48c22e0013bea12249f6c3aad484,,2025-01-03 11:57:35.607710,ONETIME,2025-01-03 11:57:37.785551,ONETIME
693,SA2500300296-003,1,NO,SA2500300296,3,1136010,C,N200,USD,1447.8800,USD,1447.8800,0,[일시불] 대금입금,CTOR002,C0001,,,,f6bb48c22e0013bea12249f6c3aad484,,2025-01-03 11:57:35.607712,ONETIME,2025-01-03 11:57:37.786278,ONETIME
694,SA2500300297-001,1,NO,SA2500300297,1,1101010,D,N200,USD,1411.6830,USD,1411.6830,0,[일시불] 대금입금,CTOR002,C0001,,,,f6bb48c22e0013bea12249f6c3aad484,,2025-01-03 11:57:35.609732,ONETIME,2025-01-03 11:57:37.787058,ONETIME
695,SA2500300297-002,1,NO,SA2500300297,2,5423010,D,N200,USD,36.1970,USD,36.1970,0,[일시불] 대금입금,CTOR002,C0001,,,,f6bb48c22e0013bea12249f6c3aad484,,2025-01-03 11:57:35.609808,ONETIME,2025-01-03 11:57:37.788291,ONETIME
696,SA2500300297-003,1,NO,SA2500300297,3,1136010,C,N200,USD,1447.8800,USD,1447.8800,0,[일시불] 대금입금,CTOR002,C0001,,,,f6bb48c22e0013bea12249f6c3aad484,,2025-01-03 11:57:35.609834,ONETIME,2025-01-03 11:57:37.791866,ONETIME
697,SA2500300298-001,1,NO,SA2500300298,1,1101010,D,N200,USD,1411.6830,USD,1411.6830,0,[일시불] 대금입금,CTOR002,C0001,,,,f6bb48c22e0013bea12249f6c3aad484,,2025-01-03 11:57:35.611356,ONETIME,2025-01-03 11:57:37.792681,ONETIME
698,SA2500300298-002,1,NO,SA2500300298,2,5423010,D,N200,USD,36.1970,USD,36.1970,0,[일시불] 대금입금,CTOR002,C0001,,,,f6bb48c22e0013bea12249f6c3aad484,,2025-01-03 11:57:35.611359,ONETIME,2025-01-03 11:57:37.793494,ONETIME
699,SA2500300298-003,1,NO,SA2500300298,3,1136010,C,N200,USD,1447.8800,USD,1447.8800,0,[일시불] 대금입금,CTOR002,C0001,,,,f6bb48c22e0013bea12249f6c3aad484,,2025-01-03 11:57:35.611361,ONETIME,2025-01-03 11:57:37.794256,ONETIME
700,SA2500300299-001,1,NO,SA2500300299,1,1101010,D,N200,USD,1411.6830,USD,1411.6830,0,[일시불] 대금입금,CTOR002,C0001,,,,f6bb48c22e0013bea12249f6c3aad484,,2025-01-03 11:57:35.612848,ONETIME,2025-01-03 11:57:37.795026,ONETIME
701,SA2500300299-002,1,NO,SA2500300299,2,5423010,D,N200,USD,36.1970,USD,36.1970,0,[일시불] 대금입금,CTOR002,C0001,,,,f6bb48c22e0013bea12249f6c3aad484,,2025-01-03 11:57:35.612851,ONETIME,2025-01-03 11:57:37.795817,ONETIME
702,SA2500300299-003,1,NO,SA2500300299,3,1136010,C,N200,USD,1447.8800,USD,1447.8800,0,[일시불] 대금입금,CTOR002,C0001,,,,f6bb48c22e0013bea12249f6c3aad484,,2025-01-03 11:57:35.612852,ONETIME,2025-01-03 11:57:37.796510,ONETIME
703,SA2500300300-001,1,NO,SA2500300300,1,1101010,D,N200,USD,1424.8406,USD,1424.8406,0,[일시불] 대금입금,CTOR002,C0001,,,,d0a651277d7b2cacc5910e946debd9db,,2025-01-03 11:57:35.614741,ONETIME,2025-01-03 11:57:37.797192,ONETIME
704,SA2500300300-002,1,NO,SA2500300300,2,5423010,D,N200,USD,36.5344,USD,36.5344,0,[일시불] 대금입금,CTOR002,C0001,,,,d0a651277d7b2cacc5910e946debd9db,,2025-01-03 11:57:35.614744,ONETIME,2025-01-03 11:57:37.797856,ONETIME
705,SA2500300300-003,1,NO,SA2500300300,3,1136010,C,N200,USD,1461.3750,USD,1461.3750,0,[일시불] 대금입금,CTOR002,C0001,,,,d0a651277d7b2cacc5910e946debd9db,,2025-01-03 11:57:35.614746,ONETIME,2025-01-03 11:57:37.798507,ONETIME
706,SA2500300301-001,1,NO,SA2500300301,1,1101010,D,N200,USD,1589.4450,USD,1589.4450,0,[일시불] 대금입금,CTOR002,C0001,,,,fc215ad0a3c8eab436489fabc89f477c,,2025-01-03 11:57:35.616393,ONETIME,2025-01-03 11:57:37.799142,ONETIME
707,SA2500300301-002,1,NO,SA2500300301,2,5423010,D,N200,USD,40.7550,USD,40.7550,0,[일시불] 대금입금,CTOR002,C0001,,,,fc215ad0a3c8eab436489fabc89f477c,,2025-01-03 11:57:35.616395,ONETIME,2025-01-03 11:57:37.799826,ONETIME
708,SA2500300301-003,1,NO,SA2500300301,3,1136010,C,N200,USD,1630.2000,USD,1630.2000,0,[일시불] 대금입금,CTOR002,C0001,,,,fc215ad0a3c8eab436489fabc89f477c,,2025-01-03 11:57:35.616396,ONETIME,2025-01-03 11:57:37.801159,ONETIME
709,SA2500300302-001,1,NO,SA2500300302,1,1101010,D,N200,USD,1424.8406,USD,1424.8406,0,[일시불] 대금입금,CTOR002,C0001,,,,fd30d36489682184a7b3f1249d4f25a8,,2025-01-03 11:57:35.618226,ONETIME,2025-01-03 11:57:37.801930,ONETIME
710,SA2500300302-002,1,NO,SA2500300302,2,5423010,D,N200,USD,36.5344,USD,36.5344,0,[일시불] 대금입금,CTOR002,C0001,,,,fd30d36489682184a7b3f1249d4f25a8,,2025-01-03 11:57:35.618229,ONETIME,2025-01-03 11:57:37.802759,ONETIME
711,SA2500300302-003,1,NO,SA2500300302,3,1136010,C,N200,USD,1461.3750,USD,1461.3750,0,[일시불] 대금입금,CTOR002,C0001,,,,fd30d36489682184a7b3f1249d4f25a8,,2025-01-03 11:57:35.618230,ONETIME,2025-01-03 11:57:37.803508,ONETIME
712,SA2500300303-001,1,NO,SA2500300303,1,1101010,D,N200,USD,1424.8406,USD,1424.8406,0,[일시불] 대금입금,CTOR002,C0001,,,,adbd61bbb9a0636b478e4b5c95fcea1b,,2025-01-03 11:57:35.620272,ONETIME,2025-01-03 11:57:37.804212,ONETIME
713,SA2500300303-002,1,NO,SA2500300303,2,5423010,D,N200,USD,36.5344,USD,36.5344,0,[일시불] 대금입금,CTOR002,C0001,,,,adbd61bbb9a0636b478e4b5c95fcea1b,,2025-01-03 11:57:35.620275,ONETIME,2025-01-03 11:57:37.804976,ONETIME
714,SA2500300303-003,1,NO,SA2500300303,3,1136010,C,N200,USD,1461.3750,USD,1461.3750,0,[일시불] 대금입금,CTOR002,C0001,,,,adbd61bbb9a0636b478e4b5c95fcea1b,,2025-01-03 11:57:35.620276,ONETIME,2025-01-03 11:57:37.805742,ONETIME
715,SA2500300304-001,1,NO,SA2500300304,1,1101010,D,N200,USD,1424.8406,USD,1424.8406,0,[일시불] 대금입금,CTOR002,C0001,,,,adbd61bbb9a0636b478e4b5c95fcea1b,,2025-01-03 11:57:35.622456,ONETIME,2025-01-03 11:57:37.806652,ONETIME
716,SA2500300304-002,1,NO,SA2500300304,2,5423010,D,N200,USD,36.5344,USD,36.5344,0,[일시불] 대금입금,CTOR002,C0001,,,,adbd61bbb9a0636b478e4b5c95fcea1b,,2025-01-03 11:57:35.622461,ONETIME,2025-01-03 11:57:37.807382,ONETIME
