id,version,doc_item_status,doc_id,line_number,account_code,account_side,company_code,tx_currency,tx_amount,currency,amount,exchange_rate_id,text,doc_template_code,cost_center,profit_center,segment,project,customer_id,vendor_id,create_time,created_by,update_time,updated_by
SA2500300262-002,1,NO,SA2500300262,2,5423010,D,N200,USD,36.5344,USD,36.5344,0,[일시불] 대금입금,CTOR002,C0001,,,,1a8bbb62a987d6e5ddd15d8d424408be,,2025-01-03 11:57:35.542798,ONETIME,2025-01-03 11:57:35.542798,ONETIME
SA2500300262-003,1,NO,SA2500300262,3,1136010,C,N200,USD,1461.3750,USD,1461.3750,0,[일시불] 대금입금,CTOR002,C0001,,,,1a8bbb62a987d6e5ddd15d8d424408be,,2025-01-03 11:57:35.542800,ONETIME,2025-01-03 11:57:35.542800,ONETIME
SA2500300263-001,1,NO,SA2500300263,1,1101010,D,N200,USD,1424.8406,USD,1424.8406,0,[일시불] 대금입금,CTOR002,C0001,,,,adbd61bbb9a0636b478e4b5c95fcea1b,,2025-01-03 11:57:35.544201,ONETIME,2025-01-03 11:57:35.544201,ONETIME
SA2500300263-002,1,NO,SA2500300263,2,5423010,D,N200,USD,36.5344,USD,36.5344,0,[일시불] 대금입금,CTOR002,C0001,,,,adbd61bbb9a0636b478e4b5c95fcea1b,,2025-01-03 11:57:35.544205,ONETIME,2025-01-03 11:57:35.544205,ONETIME
SA2500300263-003,1,NO,SA2500300263,3,1136010,C,N200,USD,1461.3750,USD,1461.3750,0,[일시불] 대금입금,CTOR002,C0001,,,,adbd61bbb9a0636b478e4b5c95fcea1b,,2025-01-03 11:57:35.544207,ONETIME,2025-01-03 11:57:35.544207,ONETIME
SA2500300264-001,1,NO,SA2500300264,1,1101010,D,N200,USD,1424.8406,USD,1424.8406,0,[일시불] 대금입금,CTOR002,C0001,,,,cdac0adf14cec88ca16be0ae72d7e1c7,,2025-01-03 11:57:35.545563,ONETIME,2025-01-03 11:57:35.545563,ONETIME
SA2500300264-002,1,NO,SA2500300264,2,5423010,D,N200,USD,36.5344,USD,36.5344,0,[일시불] 대금입금,CTOR002,C0001,,,,cdac0adf14cec88ca16be0ae72d7e1c7,,2025-01-03 11:57:35.545567,ONETIME,2025-01-03 11:57:35.545567,ONETIME
SA2500300264-003,1,NO,SA2500300264,3,1136010,C,N200,USD,1461.3750,USD,1461.3750,0,[일시불] 대금입금,CTOR002,C0001,,,,cdac0adf14cec88ca16be0ae72d7e1c7,,2025-01-03 11:57:35.545569,ONETIME,2025-01-03 11:57:35.545569,ONETIME
SA2500300265-001,1,NO,SA2500300265,1,1101010,D,N200,USD,1589.4450,USD,1589.4450,0,[일시불] 대금입금,CTOR002,C0001,,,,0be7bb4b8c098a9db971dfb35bc397ff,,2025-01-03 11:57:35.546876,ONETIME,2025-01-03 11:57:35.546876,ONETIME
SA2500300265-002,1,NO,SA2500300265,2,5423010,D,N200,USD,40.7550,USD,40.7550,0,[일시불] 대금입금,CTOR002,C0001,,,,0be7bb4b8c098a9db971dfb35bc397ff,,2025-01-03 11:57:35.546880,ONETIME,2025-01-03 11:57:35.546880,ONETIME
SA2500300265-003,1,NO,SA2500300265,3,1136010,C,N200,USD,1630.2000,USD,1630.2000,0,[일시불] 대금입금,CTOR002,C0001,,,,0be7bb4b8c098a9db971dfb35bc397ff,,2025-01-03 11:57:35.546882,ONETIME,2025-01-03 11:57:35.546882,ONETIME
SA2500300266-001,1,NO,SA2500300266,1,1101010,D,N200,USD,1424.8406,USD,1424.8406,0,[일시불] 대금입금,CTOR002,C0001,,,,f0361e559914e805a06822130f8584fc,,2025-01-03 11:57:35.548206,ONETIME,2025-01-03 11:57:35.548206,ONETIME
SA2500300266-002,1,NO,SA2500300266,2,5423010,D,N200,USD,36.5344,USD,36.5344,0,[일시불] 대금입금,CTOR002,C0001,,,,f0361e559914e805a06822130f8584fc,,2025-01-03 11:57:35.548209,ONETIME,2025-01-03 11:57:35.548209,ONETIME
SA2500300266-003,1,NO,SA2500300266,3,1136010,C,N200,USD,1461.3750,USD,1461.3750,0,[일시불] 대금입금,CTOR002,C0001,,,,f0361e559914e805a06822130f8584fc,,2025-01-03 11:57:35.548211,ONETIME,2025-01-03 11:57:35.548211,ONETIME
SA2500300267-001,1,NO,SA2500300267,1,1101010,D,N200,USD,1604.2650,USD,1604.2650,0,[일시불] 대금입금,CTOR002,C0001,,,,3e0a9c25d3db65e89076167027576dbf,,2025-01-03 11:57:35.549487,ONETIME,2025-01-03 11:57:35.549488,ONETIME
SA2500300267-002,1,NO,SA2500300267,2,5423010,D,N200,USD,41.1350,USD,41.1350,0,[일시불] 대금입금,CTOR002,C0001,,,,3e0a9c25d3db65e89076167027576dbf,,2025-01-03 11:57:35.549490,ONETIME,2025-01-03 11:57:35.549491,ONETIME
SA2500300267-003,1,NO,SA2500300267,3,1136010,C,N200,USD,1645.4000,USD,1645.4000,0,[일시불] 대금입금,CTOR002,C0001,,,,3e0a9c25d3db65e89076167027576dbf,,2025-01-03 11:57:35.549492,ONETIME,2025-01-03 11:57:35.549492,ONETIME
SA2500300268-001,1,NO,SA2500300268,1,1101010,D,N200,USD,1411.6781,USD,1411.6781,0,[일시불] 대금입금,CTOR002,C0001,,,,c0da25f34f5235658e4fe2b62de7962e,,2025-01-03 11:57:35.550731,ONETIME,2025-01-03 11:57:35.550731,ONETIME
SA2500300268-002,1,NO,SA2500300268,2,5423010,D,N200,USD,36.1969,USD,36.1969,0,[일시불] 대금입금,CTOR002,C0001,,,,c0da25f34f5235658e4fe2b62de7962e,,2025-01-03 11:57:35.550734,ONETIME,2025-01-03 11:57:35.550734,ONETIME
SA2500300268-003,1,NO,SA2500300268,3,1136010,C,N200,USD,1447.8750,USD,1447.8750,0,[일시불] 대금입금,CTOR002,C0001,,,,c0da25f34f5235658e4fe2b62de7962e,,2025-01-03 11:57:35.550736,ONETIME,2025-01-03 11:57:35.550736,ONETIME
SA2500300269-001,1,NO,SA2500300269,1,1101010,D,N200,USD,1411.6781,USD,1411.6781,0,[일시불] 대금입금,CTOR002,C0001,,,,c0da25f34f5235658e4fe2b62de7962e,,2025-01-03 11:57:35.551965,ONETIME,2025-01-03 11:57:35.551965,ONETIME
SA2500300269-002,1,NO,SA2500300269,2,5423010,D,N200,USD,36.1969,USD,36.1969,0,[일시불] 대금입금,CTOR002,C0001,,,,c0da25f34f5235658e4fe2b62de7962e,,2025-01-03 11:57:35.551968,ONETIME,2025-01-03 11:57:35.551968,ONETIME
SA2500300269-003,1,NO,SA2500300269,3,1136010,C,N200,USD,1447.8750,USD,1447.8750,0,[일시불] 대금입금,CTOR002,C0001,,,,c0da25f34f5235658e4fe2b62de7962e,,2025-01-03 11:57:35.551970,ONETIME,2025-01-03 11:57:35.551970,ONETIME
SA2500300270-001,1,NO,SA2500300270,1,1101010,D,N200,USD,1589.4450,USD,1589.4450,0,[일시불] 대금입금,CTOR002,C0001,,,,c0da25f34f5235658e4fe2b62de7962e,,2025-01-03 11:57:35.553519,ONETIME,2025-01-03 11:57:35.553519,ONETIME
SA2500300270-002,1,NO,SA2500300270,2,5423010,D,N200,USD,40.7550,USD,40.7550,0,[일시불] 대금입금,CTOR002,C0001,,,,c0da25f34f5235658e4fe2b62de7962e,,2025-01-03 11:57:35.553524,ONETIME,2025-01-03 11:57:35.553524,ONETIME
SA2500300270-003,1,NO,SA2500300270,3,1136010,C,N200,USD,1630.2000,USD,1630.2000,0,[일시불] 대금입금,CTOR002,C0001,,,,c0da25f34f5235658e4fe2b62de7962e,,2025-01-03 11:57:35.553526,ONETIME,2025-01-03 11:57:35.553526,ONETIME
SA2500300271-001,1,NO,SA2500300271,1,1101010,D,N200,USD,1530.3892,USD,1530.3892,0,[일시불] 대금입금,CTOR002,C0001,,,,c7593d3c026dddc5e3b4e12bad1c0dd6,,2025-01-03 11:57:35.555074,ONETIME,2025-01-03 11:57:35.555074,ONETIME
SA2500300271-002,1,NO,SA2500300271,2,5423010,D,N200,USD,39.2408,USD,39.2408,0,[일시불] 대금입금,CTOR002,C0001,,,,c7593d3c026dddc5e3b4e12bad1c0dd6,,2025-01-03 11:57:35.555078,ONETIME,2025-01-03 11:57:35.555078,ONETIME
SA2500300271-003,1,NO,SA2500300271,3,1136010,C,N200,USD,1569.6300,USD,1569.6300,0,[일시불] 대금입금,CTOR002,C0001,,,,c7593d3c026dddc5e3b4e12bad1c0dd6,,2025-01-03 11:57:35.555080,ONETIME,2025-01-03 11:57:35.555080,ONETIME
SA2500300272-001,1,NO,SA2500300272,1,1101010,D,N200,USD,1411.6781,USD,1411.6781,0,[일시불] 대금입금,CTOR002,C0001,,,,c0da25f34f5235658e4fe2b62de7962e,,2025-01-03 11:57:35.556300,ONETIME,2025-01-03 11:57:35.556300,ONETIME
SA2500300272-002,1,NO,SA2500300272,2,5423010,D,N200,USD,36.1969,USD,36.1969,0,[일시불] 대금입금,CTOR002,C0001,,,,c0da25f34f5235658e4fe2b62de7962e,,2025-01-03 11:57:35.556303,ONETIME,2025-01-03 11:57:35.556304,ONETIME
SA2500300272-003,1,NO,SA2500300272,3,1136010,C,N200,USD,1447.8750,USD,1447.8750,0,[일시불] 대금입금,CTOR002,C0001,,,,c0da25f34f5235658e4fe2b62de7962e,,2025-01-03 11:57:35.556306,ONETIME,2025-01-03 11:57:35.556306,ONETIME
SA2500300273-001,1,NO,SA2500300273,1,1101010,D,N200,USD,1604.2650,USD,1604.2650,0,[일시불] 대금입금,CTOR002,C0001,,,,cda886c58257ab5d62f047ee5e7e0a2d,,2025-01-03 11:57:35.557628,ONETIME,2025-01-03 11:57:35.557628,ONETIME
SA2500300273-002,1,NO,SA2500300273,2,5423010,D,N200,USD,41.1350,USD,41.1350,0,[일시불] 대금입금,CTOR002,C0001,,,,cda886c58257ab5d62f047ee5e7e0a2d,,2025-01-03 11:57:35.557631,ONETIME,2025-01-03 11:57:35.557631,ONETIME
SA2500300273-003,1,NO,SA2500300273,3,1136010,C,N200,USD,1645.4000,USD,1645.4000,0,[일시불] 대금입금,CTOR002,C0001,,,,cda886c58257ab5d62f047ee5e7e0a2d,,2025-01-03 11:57:35.557633,ONETIME,2025-01-03 11:57:35.557633,ONETIME
SA2500300274-001,1,NO,SA2500300274,1,1101010,D,N200,USD,1604.2650,USD,1604.2650,0,[일시불] 대금입금,CTOR002,C0001,,,,d669fdc307c8372dc05d0b13554c007b,,2025-01-03 11:57:35.559060,ONETIME,2025-01-03 11:57:35.559060,ONETIME
SA2500300274-002,1,NO,SA2500300274,2,5423010,D,N200,USD,41.1350,USD,41.1350,0,[일시불] 대금입금,CTOR002,C0001,,,,d669fdc307c8372dc05d0b13554c007b,,2025-01-03 11:57:35.559063,ONETIME,2025-01-03 11:57:35.559063,ONETIME
SA2500300274-003,1,NO,SA2500300274,3,1136010,C,N200,USD,1645.4000,USD,1645.4000,0,[일시불] 대금입금,CTOR002,C0001,,,,d669fdc307c8372dc05d0b13554c007b,,2025-01-03 11:57:35.559065,ONETIME,2025-01-03 11:57:35.559065,ONETIME
SA2500300275-001,1,NO,SA2500300275,1,1101010,D,N200,USD,1604.2650,USD,1604.2650,0,[일시불] 대금입금,CTOR002,C0001,,,,202c6ea13a319674e4987e01a767df0e,,2025-01-03 11:57:35.560512,ONETIME,2025-01-03 11:57:35.560513,ONETIME
SA2500300275-002,1,NO,SA2500300275,2,5423010,D,N200,USD,41.1350,USD,41.1350,0,[일시불] 대금입금,CTOR002,C0001,,,,202c6ea13a319674e4987e01a767df0e,,2025-01-03 11:57:35.560516,ONETIME,2025-01-03 11:57:35.560516,ONETIME
SA2500300275-003,1,NO,SA2500300275,3,1136010,C,N200,USD,1645.4000,USD,1645.4000,0,[일시불] 대금입금,CTOR002,C0001,,,,202c6ea13a319674e4987e01a767df0e,,2025-01-03 11:57:35.560518,ONETIME,2025-01-03 11:57:35.560518,ONETIME
SA2500300276-001,1,NO,SA2500300276,1,1101010,D,N200,USD,1604.2650,USD,1604.2650,0,[일시불] 대금입금,CTOR002,C0001,,,,202c6ea13a319674e4987e01a767df0e,,2025-01-03 11:57:35.562150,ONETIME,2025-01-03 11:57:35.562150,ONETIME
SA2500300276-002,1,NO,SA2500300276,2,5423010,D,N200,USD,41.1350,USD,41.1350,0,[일시불] 대금입금,CTOR002,C0001,,,,202c6ea13a319674e4987e01a767df0e,,2025-01-03 11:57:35.562155,ONETIME,2025-01-03 11:57:35.562155,ONETIME
SA2500300276-003,1,NO,SA2500300276,3,1136010,C,N200,USD,1645.4000,USD,1645.4000,0,[일시불] 대금입금,CTOR002,C0001,,,,202c6ea13a319674e4987e01a767df0e,,2025-01-03 11:57:35.562157,ONETIME,2025-01-03 11:57:35.562157,ONETIME
SA2500300277-001,1,NO,SA2500300277,1,1101010,D,N200,USD,1424.8455,USD,1424.8455,0,[일시불] 대금입금,CTOR002,C0001,,,,3047265264b1d59eda76313c902a173d,,2025-01-03 11:57:35.563549,ONETIME,2025-01-03 11:57:35.563549,ONETIME
SA2500300277-002,1,NO,SA2500300277,2,5423010,D,N200,USD,36.5345,USD,36.5345,0,[일시불] 대금입금,CTOR002,C0001,,,,3047265264b1d59eda76313c902a173d,,2025-01-03 11:57:35.563552,ONETIME,2025-01-03 11:57:35.563552,ONETIME
SA2500300277-003,1,NO,SA2500300277,3,1136010,C,N200,USD,1461.3800,USD,1461.3800,0,[일시불] 대금입금,CTOR002,C0001,,,,3047265264b1d59eda76313c902a173d,,2025-01-03 11:57:35.563554,ONETIME,2025-01-03 11:57:35.563554,ONETIME
SA2500300278-001,1,NO,SA2500300278,1,1101010,D,N200,USD,1794.2437,USD,1794.2437,0,[일시불] 대금입금,CTOR002,C0001,,,,d338a11b8ce6ef049f1db2c9136f6f32,,2025-01-03 11:57:35.565000,ONETIME,2025-01-03 11:57:35.565000,ONETIME
SA2500300278-002,1,NO,SA2500300278,2,5423010,D,N200,USD,46.0063,USD,46.0063,0,[일시불] 대금입금,CTOR002,C0001,,,,d338a11b8ce6ef049f1db2c9136f6f32,,2025-01-03 11:57:35.565004,ONETIME,2025-01-03 11:57:35.565004,ONETIME
SA2500300278-003,1,NO,SA2500300278,3,1136010,C,N200,USD,1840.2500,USD,1840.2500,0,[일시불] 대금입금,CTOR002,C0001,,,,d338a11b8ce6ef049f1db2c9136f6f32,,2025-01-03 11:57:35.565006,ONETIME,2025-01-03 11:57:35.565006,ONETIME
SA2500300279-001,1,NO,SA2500300279,1,1101010,D,N200,USD,1411.6781,USD,1411.6781,0,[일시불] 대금입금,CTOR002,C0001,,,,c0da25f34f5235658e4fe2b62de7962e,,2025-01-03 11:57:35.566492,ONETIME,2025-01-03 11:57:35.566492,ONETIME
SA2500300279-002,1,NO,SA2500300279,2,5423010,D,N200,USD,36.1969,USD,36.1969,0,[일시불] 대금입금,CTOR002,C0001,,,,c0da25f34f5235658e4fe2b62de7962e,,2025-01-03 11:57:35.566496,ONETIME,2025-01-03 11:57:35.566497,ONETIME
SA2500300279-003,1,NO,SA2500300279,3,1136010,C,N200,USD,1447.8750,USD,1447.8750,0,[일시불] 대금입금,CTOR002,C0001,,,,c0da25f34f5235658e4fe2b62de7962e,,2025-01-03 11:57:35.566499,ONETIME,2025-01-03 11:57:35.566499,ONETIME
SA2500300280-001,1,NO,SA2500300280,1,1101010,D,N200,USD,1411.6781,USD,1411.6781,0,[일시불] 대금입금,CTOR002,C0001,,,,c0da25f34f5235658e4fe2b62de7962e,,2025-01-03 11:57:35.568307,ONETIME,2025-01-03 11:57:35.568307,ONETIME
SA2500300280-002,1,NO,SA2500300280,2,5423010,D,N200,USD,36.1969,USD,36.1969,0,[일시불] 대금입금,CTOR002,C0001,,,,c0da25f34f5235658e4fe2b62de7962e,,2025-01-03 11:57:35.568312,ONETIME,2025-01-03 11:57:35.568312,ONETIME
SA2500300280-003,1,NO,SA2500300280,3,1136010,C,N200,USD,1447.8750,USD,1447.8750,0,[일시불] 대금입금,CTOR002,C0001,,,,c0da25f34f5235658e4fe2b62de7962e,,2025-01-03 11:57:35.568314,ONETIME,2025-01-03 11:57:35.568314,ONETIME
SA2500300281-001,1,NO,SA2500300281,1,1101010,D,N200,USD,1794.2437,USD,1794.2437,0,[일시불] 대금입금,CTOR002,C0001,,,,d338a11b8ce6ef049f1db2c9136f6f32,,2025-01-03 11:57:35.572243,ONETIME,2025-01-03 11:57:35.572243,ONETIME
SA2500300281-002,1,NO,SA2500300281,2,5423010,D,N200,USD,46.0063,USD,46.0063,0,[일시불] 대금입금,CTOR002,C0001,,,,d338a11b8ce6ef049f1db2c9136f6f32,,2025-01-03 11:57:35.572250,ONETIME,2025-01-03 11:57:35.572250,ONETIME
SA2500300281-003,1,NO,SA2500300281,3,1136010,C,N200,USD,1840.2500,USD,1840.2500,0,[일시불] 대금입금,CTOR002,C0001,,,,d338a11b8ce6ef049f1db2c9136f6f32,,2025-01-03 11:57:35.572252,ONETIME,2025-01-03 11:57:35.572252,ONETIME
SA2500300282-001,1,NO,SA2500300282,1,1101010,D,N200,USD,1411.6781,USD,1411.6781,0,[일시불] 대금입금,CTOR002,C0001,,,,c0da25f34f5235658e4fe2b62de7962e,,2025-01-03 11:57:35.574401,ONETIME,2025-01-03 11:57:35.574402,ONETIME
SA2500300282-002,1,NO,SA2500300282,2,5423010,D,N200,USD,36.1969,USD,36.1969,0,[일시불] 대금입금,CTOR002,C0001,,,,c0da25f34f5235658e4fe2b62de7962e,,2025-01-03 11:57:35.574406,ONETIME,2025-01-03 11:57:35.574406,ONETIME
SA2500300282-003,1,NO,SA2500300282,3,1136010,C,N200,USD,1447.8750,USD,1447.8750,0,[일시불] 대금입금,CTOR002,C0001,,,,c0da25f34f5235658e4fe2b62de7962e,,2025-01-03 11:57:35.574408,ONETIME,2025-01-03 11:57:35.574409,ONETIME
SA2500300283-001,1,NO,SA2500300283,1,1101010,D,N200,USD,1589.4450,USD,1589.4450,0,[일시불] 대금입금,CTOR002,C0001,,,,c0da25f34f5235658e4fe2b62de7962e,,2025-01-03 11:57:35.575817,ONETIME,2025-01-03 11:57:35.575817,ONETIME
SA2500300283-002,1,NO,SA2500300283,2,5423010,D,N200,USD,40.7550,USD,40.7550,0,[일시불] 대금입금,CTOR002,C0001,,,,c0da25f34f5235658e4fe2b62de7962e,,2025-01-03 11:57:35.575820,ONETIME,2025-01-03 11:57:35.575820,ONETIME
SA2500300283-003,1,NO,SA2500300283,3,1136010,C,N200,USD,1630.2000,USD,1630.2000,0,[일시불] 대금입금,CTOR002,C0001,,,,c0da25f34f5235658e4fe2b62de7962e,,2025-01-03 11:57:35.575822,ONETIME,2025-01-03 11:57:35.575822,ONETIME
SA2500300284-001,1,NO,SA2500300284,1,1101010,D,N200,USD,1589.4450,USD,1589.4450,0,[일시불] 대금입금,CTOR002,C0001,,,,c0da25f34f5235658e4fe2b62de7962e,,2025-01-03 11:57:35.577890,ONETIME,2025-01-03 11:57:35.577891,ONETIME
SA2500300284-002,1,NO,SA2500300284,2,5423010,D,N200,USD,40.7550,USD,40.7550,0,[일시불] 대금입금,CTOR002,C0001,,,,c0da25f34f5235658e4fe2b62de7962e,,2025-01-03 11:57:35.577895,ONETIME,2025-01-03 11:57:35.577895,ONETIME
SA2500300284-003,1,NO,SA2500300284,3,1136010,C,N200,USD,1630.2000,USD,1630.2000,0,[일시불] 대금입금,CTOR002,C0001,,,,c0da25f34f5235658e4fe2b62de7962e,,2025-01-03 11:57:35.577897,ONETIME,2025-01-03 11:57:35.577897,ONETIME
SA2500300285-001,1,NO,SA2500300285,1,1101010,D,N200,USD,1424.8406,USD,1424.8406,0,[일시불] 대금입금,CTOR002,C0001,,,,571da871e422fafdb7f1920522784445,,2025-01-03 11:57:35.579638,ONETIME,2025-01-03 11:57:35.579638,ONETIME
SA2500300285-002,1,NO,SA2500300285,2,5423010,D,N200,USD,36.5344,USD,36.5344,0,[일시불] 대금입금,CTOR002,C0001,,,,571da871e422fafdb7f1920522784445,,2025-01-03 11:57:35.579642,ONETIME,2025-01-03 11:57:35.579642,ONETIME
SA2500300285-003,1,NO,SA2500300285,3,1136010,C,N200,USD,1461.3750,USD,1461.3750,0,[일시불] 대금입금,CTOR002,C0001,,,,571da871e422fafdb7f1920522784445,,2025-01-03 11:57:35.579644,ONETIME,2025-01-03 11:57:35.579644,ONETIME
SA2500300286-001,1,NO,SA2500300286,1,1101010,D,N200,USD,1424.8455,USD,1424.8455,0,[일시불] 대금입금,CTOR002,C0001,,,,8dddc3c0df38f528d01edbb2e39ce0b1,,2025-01-03 11:57:35.582036,ONETIME,2025-01-03 11:57:35.582036,ONETIME
SA2500300286-002,1,NO,SA2500300286,2,5423010,D,N200,USD,36.5345,USD,36.5345,0,[일시불] 대금입금,CTOR002,C0001,,,,8dddc3c0df38f528d01edbb2e39ce0b1,,2025-01-03 11:57:35.582040,ONETIME,2025-01-03 11:57:35.582040,ONETIME
SA2500300286-003,1,NO,SA2500300286,3,1136010,C,N200,USD,1461.3800,USD,1461.3800,0,[일시불] 대금입금,CTOR002,C0001,,,,8dddc3c0df38f528d01edbb2e39ce0b1,,2025-01-03 11:57:35.582042,ONETIME,2025-01-03 11:57:35.582042,ONETIME
SA2500300287-001,1,NO,SA2500300287,1,1101010,D,N200,USD,1424.8455,USD,1424.8455,0,[일시불] 대금입금,CTOR002,C0001,,,,8dddc3c0df38f528d01edbb2e39ce0b1,,2025-01-03 11:57:35.583596,ONETIME,2025-01-03 11:57:35.583596,ONETIME
SA2500300287-002,1,NO,SA2500300287,2,5423010,D,N200,USD,36.5345,USD,36.5345,0,[일시불] 대금입금,CTOR002,C0001,,,,8dddc3c0df38f528d01edbb2e39ce0b1,,2025-01-03 11:57:35.583600,ONETIME,2025-01-03 11:57:35.583600,ONETIME
SA2500300287-003,1,NO,SA2500300287,3,1136010,C,N200,USD,1461.3800,USD,1461.3800,0,[일시불] 대금입금,CTOR002,C0001,,,,8dddc3c0df38f528d01edbb2e39ce0b1,,2025-01-03 11:57:35.583602,ONETIME,2025-01-03 11:57:35.583602,ONETIME
SA2500300288-001,1,NO,SA2500300288,1,1101010,D,N200,USD,1424.8455,USD,1424.8455,0,[일시불] 대금입금,CTOR002,C0001,,,,8dddc3c0df38f528d01edbb2e39ce0b1,,2025-01-03 11:57:35.585012,ONETIME,2025-01-03 11:57:35.585012,ONETIME
SA2500300288-002,1,NO,SA2500300288,2,5423010,D,N200,USD,36.5345,USD,36.5345,0,[일시불] 대금입금,CTOR002,C0001,,,,8dddc3c0df38f528d01edbb2e39ce0b1,,2025-01-03 11:57:35.585016,ONETIME,2025-01-03 11:57:35.585016,ONETIME
SA2500300288-003,1,NO,SA2500300288,3,1136010,C,N200,USD,1461.3800,USD,1461.3800,0,[일시불] 대금입금,CTOR002,C0001,,,,8dddc3c0df38f528d01edbb2e39ce0b1,,2025-01-03 11:57:35.585018,ONETIME,2025-01-03 11:57:35.585018,ONETIME
SA2500300289-001,1,NO,SA2500300289,1,1101010,D,N200,USD,1424.8455,USD,1424.8455,0,[일시불] 대금입금,CTOR002,C0001,,,,8dddc3c0df38f528d01edbb2e39ce0b1,,2025-01-03 11:57:35.592861,ONETIME,2025-01-03 11:57:35.592861,ONETIME
SA2500300289-002,1,NO,SA2500300289,2,5423010,D,N200,USD,36.5345,USD,36.5345,0,[일시불] 대금입금,CTOR002,C0001,,,,8dddc3c0df38f528d01edbb2e39ce0b1,,2025-01-03 11:57:35.592867,ONETIME,2025-01-03 11:57:35.592867,ONETIME
SA2500300289-003,1,NO,SA2500300289,3,1136010,C,N200,USD,1461.3800,USD,1461.3800,0,[일시불] 대금입금,CTOR002,C0001,,,,8dddc3c0df38f528d01edbb2e39ce0b1,,2025-01-03 11:57:35.592869,ONETIME,2025-01-03 11:57:35.592870,ONETIME
SA2500300290-001,1,NO,SA2500300290,1,1101010,D,N200,USD,1424.8455,USD,1424.8455,0,[일시불] 대금입금,CTOR002,C0001,,,,8dddc3c0df38f528d01edbb2e39ce0b1,,2025-01-03 11:57:35.595015,ONETIME,2025-01-03 11:57:35.595015,ONETIME
SA2500300290-002,1,NO,SA2500300290,2,5423010,D,N200,USD,36.5345,USD,36.5345,0,[일시불] 대금입금,CTOR002,C0001,,,,8dddc3c0df38f528d01edbb2e39ce0b1,,2025-01-03 11:57:35.595019,ONETIME,2025-01-03 11:57:35.595019,ONETIME
SA2500300290-003,1,NO,SA2500300290,3,1136010,C,N200,USD,1461.3800,USD,1461.3800,0,[일시불] 대금입금,CTOR002,C0001,,,,8dddc3c0df38f528d01edbb2e39ce0b1,,2025-01-03 11:57:35.595021,ONETIME,2025-01-03 11:57:35.595021,ONETIME
SA2500300291-001,1,NO,SA2500300291,1,1101010,D,N200,USD,1604.2650,USD,1604.2650,0,[일시불] 대금입금,CTOR002,C0001,,,,d0a651277d7b2cacc5910e946debd9db,,2025-01-03 11:57:35.596776,ONETIME,2025-01-03 11:57:35.596777,ONETIME
SA2500300291-002,1,NO,SA2500300291,2,5423010,D,N200,USD,41.1350,USD,41.1350,0,[일시불] 대금입금,CTOR002,C0001,,,,d0a651277d7b2cacc5910e946debd9db,,2025-01-03 11:57:35.596781,ONETIME,2025-01-03 11:57:35.596781,ONETIME
SA2500300291-003,1,NO,SA2500300291,3,1136010,C,N200,USD,1645.4000,USD,1645.4000,0,[일시불] 대금입금,CTOR002,C0001,,,,d0a651277d7b2cacc5910e946debd9db,,2025-01-03 11:57:35.596783,ONETIME,2025-01-03 11:57:35.596784,ONETIME
SA2500300292-001,1,NO,SA2500300292,1,1101010,D,N200,USD,1604.2650,USD,1604.2650,0,[일시불] 대금입금,CTOR002,C0001,,,,d0a651277d7b2cacc5910e946debd9db,,2025-01-03 11:57:35.598442,ONETIME,2025-01-03 11:57:35.598442,ONETIME
SA2500300292-002,1,NO,SA2500300292,2,5423010,D,N200,USD,41.1350,USD,41.1350,0,[일시불] 대금입금,CTOR002,C0001,,,,d0a651277d7b2cacc5910e946debd9db,,2025-01-03 11:57:35.598446,ONETIME,2025-01-03 11:57:35.598446,ONETIME
SA2500300292-003,1,NO,SA2500300292,3,1136010,C,N200,USD,1645.4000,USD,1645.4000,0,[일시불] 대금입금,CTOR002,C0001,,,,d0a651277d7b2cacc5910e946debd9db,,2025-01-03 11:57:35.598448,ONETIME,2025-01-03 11:57:35.598448,ONETIME
SA2500300293-001,1,NO,SA2500300293,1,1101010,D,N200,USD,1424.8406,USD,1424.8406,0,[일시불] 대금입금,CTOR002,C0001,,,,d0a651277d7b2cacc5910e946debd9db,,2025-01-03 11:57:35.600009,ONETIME,2025-01-03 11:57:35.600010,ONETIME
SA2500300293-002,1,NO,SA2500300293,2,5423010,D,N200,USD,36.5344,USD,36.5344,0,[일시불] 대금입금,CTOR002,C0001,,,,d0a651277d7b2cacc5910e946debd9db,,2025-01-03 11:57:35.600013,ONETIME,2025-01-03 11:57:35.600013,ONETIME
SA2500300293-003,1,NO,SA2500300293,3,1136010,C,N200,USD,1461.3750,USD,1461.3750,0,[일시불] 대금입금,CTOR002,C0001,,,,d0a651277d7b2cacc5910e946debd9db,,2025-01-03 11:57:35.600015,ONETIME,2025-01-03 11:57:35.600015,ONETIME
SA2500300294-001,1,NO,SA2500300294,1,1101010,D,N200,USD,1604.2650,USD,1604.2650,0,[일시불] 대금입금,CTOR002,C0001,,,,d0a651277d7b2cacc5910e946debd9db,,2025-01-03 11:57:35.601995,ONETIME,2025-01-03 11:57:35.601995,ONETIME
SA2500300294-002,1,NO,SA2500300294,2,5423010,D,N200,USD,41.1350,USD,41.1350,0,[일시불] 대금입금,CTOR002,C0001,,,,d0a651277d7b2cacc5910e946debd9db,,2025-01-03 11:57:35.601999,ONETIME,2025-01-03 11:57:35.601999,ONETIME
