code,level,parent_code,name,eng_name,description,is_postable,is_active,system_source,created_by,updated_by
531700,02,517000,기타의기타영업비용,Other Operating Expenses - Others,,Y,Y,ABC,abc-accounting,abc-accounting
531800,02,517000,지주회사지분법손실,Equity Method Loss of Holding Company,,Y,Y,ABC,abc-accounting,abc-accounting
531900,02,517000,지주회사관계기업주식등처분손실,Loss on Disposal of Associates Shares - Holding Company,,Y,Y,ABC,abc-accounting,abc-accounting
532000,02,517000,기타채권손상차손,Impairment Loss on Other Receivables,,Y,Y,ABC,abc-accounting,abc-accounting
540000,01,,영업이익(손실),Operating Income (Loss),,N,Y,ABC,abc-accounting,abc-accounting
550000,01,,기타이익,Other Income,,N,Y,ABC,abc-accounting,abc-accounting
550100,02,550000,외환차익(영업외),Foreign Exchange Gain (Non-operating),,Y,Y,ABC,abc-accounting,abc-accounting
550200,02,550000,외화환산이익(영업외),Foreign Currency Translation Gain (Non-operating),,Y,Y,ABC,abc-accounting,abc-accounting
550300,02,550000,잡이익(영업외),Miscellaneous Income (Non-operating),,Y,Y,ABC,abc-accounting,abc-accounting
550400,02,550000,파생상품평가이익(영업외),Gain on Valuation of Derivatives (Non-operating),,Y,Y,ABC,abc-accounting,abc-accounting
560000,01,,기타손실,Other Losses,,N,Y,ABC,abc-accounting,abc-accounting
560100,02,560000,외환차손(영업외),Foreign Exchange Loss (Non-operating),,Y,Y,ABC,abc-accounting,abc-accounting
560200,02,560000,외화환산손실(영업외),Foreign Currency Translation Loss (Non-operating),,Y,Y,ABC,abc-accounting,abc-accounting
560300,02,560000,잡손실(영업외),Miscellaneous Loss (Non-operating),,Y,Y,ABC,abc-accounting,abc-accounting
560400,02,560000,기부금(영업외),Donations (Non-operating),,Y,Y,ABC,abc-accounting,abc-accounting
560500,02,560000,파생상품평가손실(영업외),Loss on Valuation of Derivatives (Non-operating),,Y,Y,ABC,abc-accounting,abc-accounting
610000,01,,금융수익,Financial Income,,N,Y,ABC,abc-accounting,abc-accounting
610100,02,610000,이자수익,Interest Income,,Y,Y,ABC,abc-accounting,abc-accounting
610200,02,610000,배당금수익,Dividend Income,,Y,Y,ABC,abc-accounting,abc-accounting
610300,02,610000,당기손익인식지정금융자산처분이익,Gain on Disposal of Financial Assets at FVTPL,,Y,Y,ABC,abc-accounting,abc-accounting
610400,02,610000,당기손익인식지정금융자산평가이익,Gain on Valuation of Financial Assets at FVTPL,,Y,Y,ABC,abc-accounting,abc-accounting
610500,02,610000,단기매매비파생금융자산처분이익,Gain on Disposal of Trading Non-derivative Financial Assets,,Y,Y,ABC,abc-accounting,abc-accounting
610600,02,610000,단기매매비파생금융자산평가이익,Gain on Valuation of Trading Non-derivative Financial Assets,,Y,Y,ABC,abc-accounting,abc-accounting
610700,02,610000,매도가능금융자산처분이익,Gain on Disposal of Available-for-sale Financial Assets,,Y,Y,ABC,abc-accounting,abc-accounting
610800,02,610000,매도가능금융자산손상차손환입,Reversal of Impairment Loss on Available-for-sale Financial Assets,,Y,Y,ABC,abc-accounting,abc-accounting
610900,02,610000,만기보유금융자산처분이익,Gain on Disposal of Held-to-maturity Financial Assets,,Y,Y,ABC,abc-accounting,abc-accounting
611000,02,610000,만기보유금융자산손상차손환입,Reversal of Impairment Loss on Held-to-maturity Financial Assets,,Y,Y,ABC,abc-accounting,abc-accounting
611100,02,610000,당기손익인식지정금융부채처분이익,Gain on Disposal of Financial Liabilities at FVTPL,,Y,Y,ABC,abc-accounting,abc-accounting
611200,02,610000,당기손익인식지정금융부채평가이익,Gain on Valuation of Financial Liabilities at FVTPL,,Y,Y,ABC,abc-accounting,abc-accounting
611300,02,610000,금융보증수수료이익,Financial Guarantee Fee Income,,Y,Y,ABC,abc-accounting,abc-accounting
611400,02,610000,파생상품거래이익,Gain on Trading of Derivatives,,Y,Y,ABC,abc-accounting,abc-accounting
611500,02,610000,파생상품평가이익,Gain on Valuation of Derivatives,,Y,Y,ABC,abc-accounting,abc-accounting
611600,02,610000,기타금융상품처분이익,Gain on Disposal of Other Financial Instruments,,Y,Y,ABC,abc-accounting,abc-accounting
611700,02,610000,기타금융상품손상차손환입,Reversal of Impairment Loss on Other Financial Instruments,,Y,Y,ABC,abc-accounting,abc-accounting
611800,02,610000,기타금융수익,Other Financial Income,,Y,Y,ABC,abc-accounting,abc-accounting
611900,02,610000,차입금상환이익,Gain on Redemption of Borrowings,,Y,Y,ABC,abc-accounting,abc-accounting
620000,01,,금융비용,Financial Costs,,N,Y,ABC,abc-accounting,abc-accounting
620100,02,620000,이자비용,Interest Expense,,Y,Y,ABC,abc-accounting,abc-accounting
620110,02,620000,이자비용(할인발행차금 등 상각),Interest Expense (Amortization of Discount on Issuance etc.),,Y,Y,ABC,abc-accounting,abc-accounting
620200,02,620000,당기손익인식지정금융자산처분손실,Loss on Disposal of Financial Assets at FVTPL,,Y,Y,ABC,abc-accounting,abc-accounting
620300,02,620000,당기손익인식지정금융자산평가손실,Loss on Valuation of Financial Assets at FVTPL,,Y,Y,ABC,abc-accounting,abc-accounting
620400,02,620000,단기매매비파생상품자산처분손실,Loss on Disposal of Trading Non-derivative Assets,,Y,Y,ABC,abc-accounting,abc-accounting
620500,02,620000,단기매매비파생상품자산평가손실,Loss on Valuation of Trading Non-derivative Assets,,Y,Y,ABC,abc-accounting,abc-accounting
620600,02,620000,매도가능금융자산처분손실,Loss on Disposal of Available-for-sale Financial Assets,,Y,Y,ABC,abc-accounting,abc-accounting
620700,02,620000,매도가능금융자산손상차손,Impairment Loss on Available-for-sale Financial Assets,,Y,Y,ABC,abc-accounting,abc-accounting
620800,02,620000,만기보유금융자산처분손실,Loss on Disposal of Held-to-maturity Financial Assets,,Y,Y,ABC,abc-accounting,abc-accounting
620900,02,620000,만기보유금융자산손상차손,Impairment Loss on Held-to-maturity Financial Assets,,Y,Y,ABC,abc-accounting,abc-accounting
621000,02,620000,매출채권처분손실,Loss on Disposal of Trade Receivables,,Y,Y,ABC,abc-accounting,abc-accounting
621100,02,620000,당기손익인식지정금융부채처분손실,Loss on Disposal of Financial Liabilities at FVTPL,,Y,Y,ABC,abc-accounting,abc-accounting
621200,02,620000,당기손익인식지정금융부채평가손실,Loss on Valuation of Financial Liabilities at FVTPL,,Y,Y,ABC,abc-accounting,abc-accounting
621300,02,620000,금융보증비용,Financial Guarantee Expenses,,Y,Y,ABC,abc-accounting,abc-accounting
621400,02,620000,파생상품거래손실,Loss on Trading of Derivatives,,Y,Y,ABC,abc-accounting,abc-accounting
621500,02,620000,파생상품평가손실,Loss on Valuation of Derivatives,,Y,Y,ABC,abc-accounting,abc-accounting
621600,02,620000,기타금융상품처분손실,Loss on Disposal of Other Financial Instruments,,Y,Y,ABC,abc-accounting,abc-accounting
621700,02,620000,기타금융상품손상차손,Impairment Loss on Other Financial Instruments,,Y,Y,ABC,abc-accounting,abc-accounting
621800,02,620000,기타금융비용,Other Financial Costs,,Y,Y,ABC,abc-accounting,abc-accounting
621900,02,620000,차입금상환손실,Loss on Redemption of Borrowings,,Y,Y,ABC,abc-accounting,abc-accounting
630000,01,,관계기업투자손익,Share of Profit (Loss) of Associates,,N,Y,ABC,abc-accounting,abc-accounting
630100,02,630000,지분법이익,Equity Method Gain,,Y,Y,ABC,abc-accounting,abc-accounting
630200,02,630000,관계기업주식등처분이익,Gain on Disposal of Associates Shares,,Y,Y,ABC,abc-accounting,abc-accounting
630300,02,630000,관계기업주식등배당금수익,Dividend Income from Associates,,Y,Y,ABC,abc-accounting,abc-accounting
630400,02,630000,관계기업주식등손상차손환입,Reversal of Impairment Loss on Associates Shares,,Y,Y,ABC,abc-accounting,abc-accounting
630500,02,630000,지분법손실,Equity Method Loss,,Y,Y,ABC,abc-accounting,abc-accounting
630600,02,630000,관계기업주식등처분손실,Loss on Disposal of Associates Shares,,Y,Y,ABC,abc-accounting,abc-accounting
630700,02,630000,관계기업주식등손상차손,Impairment Loss on Associates Shares,,Y,Y,ABC,abc-accounting,abc-accounting
640000,01,,법인세비용차감전순이익(손실),Profit (Loss) Before Income Tax,,N,Y,ABC,abc-accounting,abc-accounting
650000,01,,법인세비용,Income Tax Expense,,N,Y,ABC,abc-accounting,abc-accounting
650100,02,650000,당기법인세비용,Current Tax Expense,,Y,Y,ABC,abc-accounting,abc-accounting
650200,02,650000,법인세환급액,Income Tax Refund,,Y,Y,ABC,abc-accounting,abc-accounting
650300,02,650000,법인세추납액,Additional Income Tax Payment,,Y,Y,ABC,abc-accounting,abc-accounting
660000,01,,중단사업이익(손실),Profit (Loss) from Discontinued Operations,,Y,Y,ABC,abc-accounting,abc-accounting
670000,01,,당기순이익(손실),Net Income (Loss),,N,Y,ABC,abc-accounting,abc-accounting
680000,01,,지배주주지분순이익(손실)_PL,Net Income (Loss) Attributable to Owners of the Parent,,Y,Y,ABC,abc-accounting,abc-accounting
690000,01,,비지배주주지분순이익(손실)_PL,Net Income (Loss) Attributable to Non-controlling Interests,,Y,Y,ABC,abc-accounting,abc-accounting
695000,01,,연결손익효과,Effect of Consolidation on Income,,Y,Y,ABC,abc-accounting,abc-accounting
700000,01,,기타포괄손익누계액,Accumulated Other Comprehensive Income,,N,Y,ABC,abc-accounting,abc-accounting
700100,02,700000,지분법자본변동,Capital Changes in Equity Method,,Y,Y,ABC,abc-accounting,abc-accounting
700200,02,700000,부의지분법자본변동,Negative Capital Changes in Equity Method,,Y,Y,ABC,abc-accounting,abc-accounting
700300,02,700000,매도가능금융자산평가이익,Gain on Valuation of Available-for-sale Financial Assets,,Y,Y,ABC,abc-accounting,abc-accounting
700400,02,700000,매도가능금융자산평가손실,Loss on Valuation of Available-for-sale Financial Assets,,Y,Y,ABC,abc-accounting,abc-accounting
700500,02,700000,해외사업환산손익,Foreign Operations Translation Gain (Loss),,Y,Y,ABC,abc-accounting,abc-accounting
700600,02,700000,파생상품평가이익,Gain on Valuation of Derivatives,,Y,Y,ABC,abc-accounting,abc-accounting
700700,02,700000,파생상품평가손실,Loss on Valuation of Derivatives,,Y,Y,ABC,abc-accounting,abc-accounting
700800,02,700000,기타의기타포괄손익누계액,Other Accumulated Other Comprehensive Income,,Y,Y,ABC,abc-accounting,abc-accounting
700900,02,700000,보험수리적손익,Actuarial Gains (Losses),,Y,Y,ABC,abc-accounting,abc-accounting
701000,02,700000,해외사업장환산외환차이,Foreign Currency Translation Differences,,Y,Y,ABC,abc-accounting,abc-accounting
701100,02,700000,자산재평가차익,Asset Revaluation Surplus,,Y,Y,ABC,abc-accounting,abc-accounting
800000,01,,총포괄이익,Total Comprehensive Income,,N,Y,ABC,abc-accounting,abc-accounting
800100,02,800000,지배지분포괄이익,Comprehensive Income Attributable to Owners of the Parent,,Y,Y,ABC,abc-accounting,abc-accounting
800200,02,800000,비지배지분포괄이익,Comprehensive Income Attributable to Non-controlling Interests,,Y,Y,ABC,abc-accounting,abc-accounting
