id,service_charge_id,charge_status,last_charge_status,service_flow_id,service_billing_type,create_time,update_time
1aum4HNTJml,1aum4HDoxMU,PENDING,PENDING,1aum4HDoxMR,INVOICE_BILLING,2025-02-12 00:30:22.630648,2025-02-12 00:30:22.633652
1aum4QRmgmc,1aum4QEj8nZ,PENDING,PENDING,1aum4QEj8nW,INVOICE_BILLING,2025-02-12 00:30:24.611684,2025-02-12 00:30:24.614613
1aum4XQGvbi,1aum4XM0wef,PENDING,PENDING,1aum4XM0wec,INVOICE_BILLING,2025-02-12 00:30:26.134503,2025-02-12 00:30:26.137815
1aum4fYmYPZ,1aum4fM0bYa,PENDING,PENDING,1aum4fM0bYX,INVOICE_BILLING,2025-02-12 00:30:27.911886,2025-02-12 00:30:27.915099
1aum4q4VZ7X,1aum4prjcGY,PENDING,PENDING,1aum4prjcGV,INVOICE_BILLING,2025-02-12 00:30:30.208508,2025-02-12 00:30:30.211932
1aum56TYKUy,1aum56NJ9dD,PENDING,PENDING,1aum56NJ9dA,INVOICE_BILLING,2025-02-12 00:30:33.791057,2025-02-12 00:30:33.794238
1aum5IF3R71,1aum5I4GgAU,PENDING,PENDING,1aum5I4GgAR,INVOICE_BILLING,2025-02-12 00:30:36.361520,2025-02-12 00:30:36.364597
1aum5OgKbJ0,1aum5OXX2Gv,PENDING,PENDING,1aum5OXFR8o,INVOICE_BILLING,2025-02-12 00:30:37.767472,2025-02-12 00:30:37.770688
1aum5W9rYlO,1aum5W6Am4T,PENDING,PENDING,1aum5W6Am4Q,INVOICE_BILLING,2025-02-12 00:30:39.397511,2025-02-12 00:30:39.403588
1aum5cYgmfa,1aum5cMU24j,PENDING,PENDING,1aum5cMU24g,INVOICE_BILLING,2025-02-12 00:30:40.798098,2025-02-12 00:30:40.801287
1aum5lnmuLR,1aum5lezLJC,PENDING,PENDING,1aum5lezLJ9,INVOICE_BILLING,2025-02-12 00:30:42.816861,2025-02-12 00:30:42.820517
1aum60ovegJ,1aum60baVZC,PENDING,PENDING,1aum60baVZ9,INVOICE_BILLING,2025-02-12 00:30:46.098367,2025-02-12 00:30:46.101550
1aum6F7IUF6,1aum6F2Bhtr,PENDING,PENDING,1aum6F2Bhto,INVOICE_BILLING,2025-02-12 00:30:49.220054,2025-02-12 00:30:49.223231
1aum6NOtHS0,1aum6NDovNP,PENDING,PENDING,1aum6NDovNM,INVOICE_BILLING,2025-02-12 00:30:51.030474,2025-02-12 00:30:51.033496
1auu8IGKeci,1auu8ICvT3r,PENDING,PENDING,1auu8ICvT3o,INVOICE_BILLING,2025-02-12 02:23:13.937170,2025-02-12 02:23:13.942143
1av3ZdFOlEH,1av3Zd7AOSK,PENDING,PENDING,1av3Zd7AOSH,INVOICE_BILLING,2025-02-12 04:35:20.727036,2025-02-12 04:35:20.731086
1av5FwznjIb,1av5FwNCHbk,PENDING,PENDING,1av5FwNCHbh,INVOICE_BILLING,2025-02-12 04:58:53.422030,2025-02-12 04:58:53.436902
1av5TRjInjs,1av5TRYndvP,PENDING,PENDING,1av5TRYndvM,INVOICE_BILLING,2025-02-12 05:01:56.192798,2025-02-12 05:01:56.198127
1av7zwWDe09,1av7zwKrgnU,PENDING,PENDING,1av7zwKrgnR,INVOICE_BILLING,2025-02-12 05:37:15.488758,2025-02-12 05:37:15.511809
1avLWNap8Hz,1avLWNRjy7q,PENDING,PENDING,1avLWNRjy7n,INVOICE_BILLING,2025-02-12 08:46:29.796557,2025-02-12 08:46:29.815301
1avNUVEx9Ft,1avNUUgbgW0,PENDING,PENDING,1avNUUgbgVx,INVOICE_BILLING,2025-02-12 09:14:03.616128,2025-02-12 09:14:03.638619
