id,service_flow_id,service_billing_type,service_charge_status,update_time,create_time,shopify_order_id
1aDcWoGjM4I,1aDcWoGjM4F,INVOICE_BILLING,PENDING,2025-01-17 00:29:50.298636,2025-01-17 00:29:50.296559,
1aDcWsldkLm,1aDcWsldkLj,INVOICE_BILLING,PENDING,2025-01-17 00:29:51.281784,2025-01-17 00:29:51.279824,
1aDcWxXyyAT,1aDcWxXyyAQ,INVOICE_BILLING,PENDING,2025-01-17 00:29:52.330646,2025-01-17 00:29:52.327376,
1aDcX24pYnB,1aDcX24pYn8,INVOICE_BILLING,PENDING,2025-01-17 00:29:53.314642,2025-01-17 00:29:53.312682,
1aDcX7EjUPZ,1aDcX7EjUPW,INVOICE_BILLING,PENDING,2025-01-17 00:29:54.446216,2025-01-17 00:29:54.443954,
1aDcXBRJFqQ,1aDcXBRJFqN,INVOICE_BILLING,PENDING,2025-01-17 00:29:55.360901,2025-01-17 00:29:55.358672,
1aDcXFQzlxa,1aDcXFQiApT,INVOICE_BILLING,PENDING,2025-01-17 00:29:56.234117,2025-01-17 00:29:56.230799,
1aDcXJcR8sB,1aDcXJc9Xk4,INVOICE_BILLING,PENDING,2025-01-17 00:29:57.146244,2025-01-17 00:29:57.144108,
1aDcXOQsrPd,1aDcXOQsrPa,INVOICE_BILLING,PENDING,2025-01-17 00:29:58.196863,2025-01-17 00:29:58.194745,
1aDcXT2tCqW,1aDcXT2tCqT,INVOICE_BILLING,PENDING,2025-01-17 00:29:59.205164,2025-01-17 00:29:59.203170,
1aDcXX7v6Zx,1aDcXX7v6Zu,INVOICE_BILLING,PENDING,2025-01-17 00:30:00.098880,2025-01-17 00:30:00.096345,
1aDl8yG5peh,1aDl8yG5pee,INVOICE_BILLING,PENDING,2025-01-17 02:30:24.034258,2025-01-17 02:30:24.032000,
1aDnmXJ0qZ1,1aDnmXJ0qYy,INVOICE_BILLING,PENDING,2025-01-17 03:07:19.235268,2025-01-17 03:07:19.224837,
1aDqYUFS7LD,1aDqYUFS7LA,ON_SITE_PAYMENT,PENDING,2025-01-17 03:46:07.670531,2025-01-17 03:46:07.667718,
1aDqkPDHH8Y,1aDqkPDHH8V,INVOICE_BILLING,PENDING,2025-01-17 03:48:49.076390,2025-01-17 03:48:49.073727,
1aDt2b1N626,1aDt2b1N623,INVOICE_BILLING,PENDING,2025-01-17 04:20:54.652778,2025-01-17 04:20:54.649889,
1aDtwPOjNWl,1aDtwPOjNWi,INVOICE_BILLING,PENDING,2025-01-17 04:33:30.478940,2025-01-17 04:33:30.476086,
1aDu3lVEGxm,1aDu3lVEGxj,ON_SITE_PAYMENT,PENDING,2025-01-17 04:35:10.105644,2025-01-17 04:35:10.100192,
1aDvUFbjyAI,1aDvUFbjyAF,INVOICE_BILLING,PENDING,2025-01-17 04:55:08.395546,2025-01-17 04:55:08.393092,
1aDw97dPiVd,1aDw97dPiVa,INVOICE_BILLING,PENDING,2025-01-17 05:04:21.885578,2025-01-17 05:04:21.882479,
1aDwyZevqoZ,1aDwyZevqoW,INVOICE_BILLING,PENDING,2025-01-17 05:15:58.659774,2025-01-17 05:15:58.656321,
1aDx60nR2uJ,1aDx60nR2uG,INVOICE_BILLING,PENDING,2025-01-17 05:17:39.383796,2025-01-17 05:17:39.379746,
1aDxgEec7qC,1aDxgEec7q9,INVOICE_BILLING,PENDING,2025-01-17 05:25:49.934923,2025-01-17 05:25:49.930777,
1aDxgIdHXuG,1aDxgIdHXuD,INVOICE_BILLING,PENDING,2025-01-17 05:25:50.799893,2025-01-17 05:25:50.797194,
1aDxgKXvsIk,1aDxgKXvsIh,INVOICE_BILLING,PENDING,2025-01-17 05:25:51.215081,2025-01-17 05:25:51.212840,
1aDxgMDp3vu,1aDxgMDp3vr,INVOICE_BILLING,PENDING,2025-01-17 05:25:51.581581,2025-01-17 05:25:51.579161,
1aDxgO3voFQ,1aDxgO3voFN,INVOICE_BILLING,PENDING,2025-01-17 05:25:51.985788,2025-01-17 05:25:51.981527,
1aDxgQOhEcS,1aDxgQOhEcP,INVOICE_BILLING,PENDING,2025-01-17 05:25:52.492508,2025-01-17 05:25:52.490383,
1aDxgS4aQGE,1aDxgS4aQGB,INVOICE_BILLING,PENDING,2025-01-17 05:25:52.857607,2025-01-17 05:25:52.855740,
1aDxuFNcxx8,1aDxuFNcxx5,INVOICE_BILLING,PENDING,2025-01-17 05:28:59.678940,2025-01-17 05:28:59.676399,
1aDxuHGZhZ3,1aDxuHGZhZ0,INVOICE_BILLING,PENDING,2025-01-17 05:29:00.093227,2025-01-17 05:29:00.090388,
1aDxzygMBuY,1aDxzygMBuV,INVOICE_BILLING,PENDING,2025-01-17 05:30:17.285561,2025-01-17 05:30:17.283050,
1aDyCbCzSff,1aDyCbCzSfc,INVOICE_BILLING,PENDING,2025-01-17 05:33:08.206178,2025-01-17 05:33:08.204210,
1aDzMaGNBkf,1aDzMaGNBkc,INVOICE_BILLING,PENDING,2025-01-17 05:49:23.063553,2025-01-17 05:49:23.051978,
1aDzMkCcLAx,1aDzMkCcLAu,INVOICE_BILLING,PENDING,2025-01-17 05:49:25.214571,2025-01-17 05:49:25.209926,
1aDzrF9U3Zo,1aDzrF9U3Zl,INVOICE_BILLING,PENDING,2025-01-17 05:56:18.240944,2025-01-17 05:56:18.237984,
1aDzrKbpueT,1aDzrKbpueQ,INVOICE_BILLING,PENDING,2025-01-17 05:56:19.432394,2025-01-17 05:56:19.429113,
1aDzrMUmeGo,1aDzrMUV38h,INVOICE_BILLING,PENDING,2025-01-17 05:56:19.841546,2025-01-17 05:56:19.838929,
1aE0INDYsmK,1aE0INDYsmH,INVOICE_BILLING,PENDING,2025-01-17 06:02:25.645682,2025-01-17 06:02:25.638847,
1aE0Z4rc93M,1aE0Z4rKXvF,INVOICE_BILLING,PENDING,2025-01-17 06:06:11.851120,2025-01-17 06:06:11.848390,
1aE0rXy0tle,1aE0rXy0tlb,INVOICE_BILLING,PENDING,2025-01-17 06:10:21.988076,2025-01-17 06:10:21.975848,
1aE1BBrOpXM,1aE1BBrOpXJ,INVOICE_BILLING,PENDING,2025-01-17 06:14:47.983727,2025-01-17 06:14:47.980622,
1aE1Iz6ccvQ,1aE1Iz6ccvN,INVOICE_BILLING,PENDING,2025-01-17 06:16:33.538230,2025-01-17 06:16:33.534375,
1aE1Tvf0f8s,1aE1Tvf0f8p,INVOICE_BILLING,PENDING,2025-01-17 06:19:01.762547,2025-01-17 06:19:01.752457,
1aE2Ho4E07O,1aE2Ho4E07L,INVOICE_BILLING,PENDING,2025-01-17 06:30:17.200623,2025-01-17 06:30:17.198222,
1aE2HqPH1c7,1aE2HqPH1c4,INVOICE_BILLING,PENDING,2025-01-17 06:30:17.710478,2025-01-17 06:30:17.708496,
1aE2Hs5ADFU,1aE2Hs4sc7N,INVOICE_BILLING,PENDING,2025-01-17 06:30:18.074782,2025-01-17 06:30:18.072663,
1aE2VaZdY4m,1aE2VaZdY4j,INVOICE_BILLING,PENDING,2025-01-17 06:33:23.847270,2025-01-17 06:33:23.843513,
1aE2lKaDuMI,1aE2lKaDuMF,INVOICE_BILLING,PENDING,2025-01-17 06:36:57.031000,2025-01-17 06:36:57.026295,
1aE2uXsnA1O,1aE2uXsnA1L,INVOICE_BILLING,PENDING,2025-01-17 06:39:01.814294,2025-01-17 06:39:01.810664,
1aE376CcEX2,1aE376CcEWz,INVOICE_BILLING,PENDING,2025-01-17 06:41:51.818695,2025-01-17 06:41:51.814400,
1aE3HPpgecJ,1aE3HPpgecG,INVOICE_BILLING,PENDING,2025-01-17 06:44:11.527874,2025-01-17 06:44:11.523780,
1aE3HTHznqz,1aE3HTHznqw,INVOICE_BILLING,PENDING,2025-01-17 06:44:12.287745,2025-01-17 06:44:12.280996,
1aE4AHpIxs2,1aE4AHpIyw3,INVOICE_BILLING,PENDING,2025-01-17 06:56:34.601737,2025-01-17 06:56:34.598132,
1aE4PPRmnVM,1aE4PPRmnVJ,INVOICE_BILLING,PENDING,2025-01-17 06:59:59.399621,2025-01-17 06:59:59.395613,
1aE4PWMyICf,1aE4PWMyICc,INVOICE_BILLING,PENDING,2025-01-17 07:00:00.916348,2025-01-17 07:00:00.912557,
1aE5SZAOOx5,1aE5SZAOOx2,INVOICE_BILLING,PENDING,2025-01-17 07:14:41.766577,2025-01-17 07:14:41.763104,
1aE5fjquMiD,1aE5fjquMiA,INVOICE_BILLING,PENDING,2025-01-17 07:17:40.149270,2025-01-17 07:17:40.147023,
1aE5fm7Po7F,1aE5fm7Po7C,INVOICE_BILLING,PENDING,2025-01-17 07:17:40.641809,2025-01-17 07:17:40.639625,
1aE6ddSfxbD,1aE6ddSfxbA,INVOICE_BILLING,PENDING,2025-01-17 07:31:11.288093,2025-01-17 07:31:11.284571,
1aE6t6JNkZh,1aE6t6JNkZe,INVOICE_BILLING,PENDING,2025-01-17 07:34:40.725708,2025-01-17 07:34:40.722067,
1aE7IEqpPLG,1aE7IEqpPLD,ON_SITE_PAYMENT,PENDING,2025-01-17 07:40:21.144473,2025-01-17 07:40:21.140966,
1aE8Qv13nll,1aE8Qv13nli,INVOICE_BILLING,PENDING,2025-01-17 07:56:18.309154,2025-01-17 07:56:18.306885,
1aE8wRumDWN,1aE8wRumDWK,INVOICE_BILLING,PENDING,2025-01-17 08:03:25.302973,2025-01-17 08:03:25.300557,
1aE9NkOKsXA,1aE9NkOKsX7,INVOICE_BILLING,PENDING,2025-01-17 08:09:34.979422,2025-01-17 08:09:34.977272,
1aEADEwFeQr,1aEADEwFeQo,INVOICE_BILLING,PENDING,2025-01-17 08:21:12.307790,2025-01-17 08:21:12.303697,
1aEAL6mBodf,1aEAL6mBodc,INVOICE_BILLING,PENDING,2025-01-17 08:22:58.859452,2025-01-17 08:22:58.857261,
1aEB51bXI0i,1aEB51bXI0f,INVOICE_BILLING,PENDING,2025-01-17 08:33:20.673338,2025-01-17 08:33:20.671186,
1aEBUTYnlZB,1aEBUTYnlZ8,INVOICE_BILLING,PENDING,2025-01-17 08:39:05.336423,2025-01-17 08:39:05.333415,
1aEBW5dFulW,1aEBW5dFulT,INVOICE_BILLING,PENDING,2025-01-17 08:39:27.201852,2025-01-17 08:39:27.197494,
1aEBWb3cZbI,1aEBWb3cZbF,INVOICE_BILLING,PENDING,2025-01-17 08:39:34.058450,2025-01-17 08:39:34.055287,
1aEFf61oTO3,1aEFf61oTO0,ON_SITE_PAYMENT,PENDING,2025-01-17 09:37:27.635424,2025-01-17 09:37:27.632468,
1aEFfIm3jXt,1aEFfIm3jXq,ON_SITE_PAYMENT,PENDING,2025-01-17 09:37:30.417781,2025-01-17 09:37:30.415585,
1aEFkO30rp6,1aEFkO30rp3,ON_SITE_PAYMENT,PENDING,2025-01-17 09:38:39.280466,2025-01-17 09:38:39.278124,
1aEFkRXJCyB,1aEFkRXJCy8,ON_SITE_PAYMENT,PENDING,2025-01-17 09:38:40.042061,2025-01-17 09:38:40.039919,
1aEI31bvIll,1aEI31bvIli,INVOICE_BILLING,PENDING,2025-01-17 10:10:50.933422,2025-01-17 10:10:50.919638,
1aEIVYrkiY1,1aEIVYrkiXy,INVOICE_BILLING,PENDING,2025-01-17 10:17:17.384855,2025-01-17 10:17:17.368139,
1aEKz4WzAWO,1aEKz4WzAWL,INVOICE_BILLING,PENDING,2025-01-17 10:51:56.250140,2025-01-17 10:51:56.243472,
1aEcEhUANew,1aEcEhUANet,INVOICE_BILLING,PENDING,2025-01-17 14:53:21.402366,2025-01-17 14:53:21.396341,
1aEcEosaYnB,1aEcEosaYn8,INVOICE_BILLING,PENDING,2025-01-17 14:53:23.014237,2025-01-17 14:53:23.009287,
1aEcEsYo3R8,1aEcEsYo3R5,INVOICE_BILLING,PENDING,2025-01-17 14:53:23.816987,2025-01-17 14:53:23.812705,
1aEcNQoygCR,1aEcNQoygCO,ON_SITE_PAYMENT,PENDING,2025-01-17 14:55:19.646676,2025-01-17 14:55:19.640284,
1aIbHWhDBaZ,1aIbHWhDBaW,INVOICE_BILLING,PENDING,2025-01-20 00:30:25.417443,2025-01-20 00:30:25.403882,
1aIbHswjhm8,1aIbHswjhm5,INVOICE_BILLING,PENDING,2025-01-20 00:30:30.258235,2025-01-20 00:30:30.256041,
1aIbI3ZH5lX,1aIbI3ZH5lU,INVOICE_BILLING,PENDING,2025-01-20 00:30:32.591570,2025-01-20 00:30:32.582066,
1aIbIEPSPp0,1aIbIEPSPox,INVOICE_BILLING,PENDING,2025-01-20 00:30:34.965336,2025-01-20 00:30:34.951339,
1aIbIONfYF6,1aIbIONfYF3,INVOICE_BILLING,PENDING,2025-01-20 00:30:37.123575,2025-01-20 00:30:37.121281,
1aIbIWhztsT,1aIbIWhztsQ,INVOICE_BILLING,PENDING,2025-01-20 00:30:38.943537,2025-01-20 00:30:38.941278,
1aIbIgdfr3w,1aIbIgdfr3t,INVOICE_BILLING,PENDING,2025-01-20 00:30:41.111353,2025-01-20 00:30:41.109311,
1aIbIog8gjr,1aIbIog8gjo,INVOICE_BILLING,PENDING,2025-01-20 00:30:42.873683,2025-01-20 00:30:42.869216,
1aIbIxsNc0x,1aIbIxsNc0u,INVOICE_BILLING,PENDING,2025-01-20 00:30:44.877318,2025-01-20 00:30:44.874942,
1aIbJ5zO0tY,1aIbJ5zO0tV,INVOICE_BILLING,PENDING,2025-01-20 00:30:46.649003,2025-01-20 00:30:46.646359,
1aIbJHLbcRS,1aIbJHLbcRP,INVOICE_BILLING,PENDING,2025-01-20 00:30:49.130086,2025-01-20 00:30:49.127986,
1aIbJOtPlBT,1aIbJOtPlBQ,INVOICE_BILLING,PENDING,2025-01-20 00:30:50.779085,2025-01-20 00:30:50.776835,
1aIbJVWPjNL,1aIbJVWPjNI,INVOICE_BILLING,PENDING,2025-01-20 00:30:52.226641,2025-01-20 00:30:52.223832,
1aIbJcFg4cI,1aIbJcFg4cF,INVOICE_BILLING,PENDING,2025-01-20 00:30:53.697001,2025-01-20 00:30:53.694192,
1aIbJkYbcuU,1aIbJkYK1mN,INVOICE_BILLING,PENDING,2025-01-20 00:30:55.509885,2025-01-20 00:30:55.507374,
1aIbJtXDnoZ,1aIbJtXDnoW,INVOICE_BILLING,PENDING,2025-01-20 00:30:57.474922,2025-01-20 00:30:57.470018,
1aIbK0oqp9T,1aIbK0oqp9Q,INVOICE_BILLING,PENDING,2025-01-20 00:30:59.066630,2025-01-20 00:30:59.059270,
1aIbK7ORamG,1aIbK7ORamD,INVOICE_BILLING,PENDING,2025-01-20 00:31:00.498196,2025-01-20 00:31:00.495911,
1aIiAv1eWZm,1aIiAv1eWZj,INVOICE_BILLING,PENDING,2025-01-20 02:06:53.248102,2025-01-20 02:06:53.245342,
1aIiGSZ750P,1aIiGSZ750M,INVOICE_BILLING,PENDING,2025-01-20 02:08:08.282909,2025-01-20 02:08:08.280417,
1aIoCvLYk7Y,1aIoCvLH8zR,ON_SITE_PAYMENT,PENDING,2025-01-20 03:31:18.147056,2025-01-20 03:31:18.133343,
1aIoTUGMq0u,1aIoTUGMq0r,INVOICE_BILLING,PENDING,2025-01-20 03:35:02.458745,2025-01-20 03:35:02.437125,
1aIohcY4YOB,1aIohcY4YO8,ON_SITE_PAYMENT,PENDING,2025-01-20 03:38:13.814308,2025-01-20 03:38:13.811662,
1aIskdXZwvi,1aIskdXZwvf,INVOICE_BILLING,PENDING,2025-01-20 04:34:53.134386,2025-01-20 04:34:53.129643,
1aIt2DhoSAc,1aIt2DhoSAZ,INVOICE_BILLING,PENDING,2025-01-20 04:38:51.251891,2025-01-20 04:38:51.247142,
1aIt2HcVUPV,1aIt2HcVUPS,INVOICE_BILLING,PENDING,2025-01-20 04:38:52.103793,2025-01-20 04:38:52.100984,
1aIt5tn0n40,1aIt5tn0n3x,INVOICE_BILLING,PENDING,2025-01-20 04:39:41.066873,2025-01-20 04:39:41.064453,
1aItJ9TCm6P,1aItJ9TCm6M,INVOICE_BILLING,PENDING,2025-01-20 04:42:40.542998,2025-01-20 04:42:40.539562,
1aItJBdT2fP,1aItJBdT2fM,INVOICE_BILLING,PENDING,2025-01-20 04:42:41.012259,2025-01-20 04:42:41.009982,
1aItZm4VxHu,1aItZm4VxHr,ON_SITE_PAYMENT,PENDING,2025-01-20 04:46:25.648170,2025-01-20 04:46:25.645644,
1aItaM0l6TQ,1aItaM0l6TN,INVOICE_BILLING,PENDING,2025-01-20 04:46:33.497448,2025-01-20 04:46:33.495221,
1aItaOB1N27,1aItaOB1N24,INVOICE_BILLING,PENDING,2025-01-20 04:46:33.970695,2025-01-20 04:46:33.968324,
1aItr4Q9VnA,1aItr4Pruf3,INVOICE_BILLING,PENDING,2025-01-20 04:50:19.874071,2025-01-20 04:50:19.871322,
1aIu1mktSDe,1aIu1mktSDb,INVOICE_BILLING,PENDING,2025-01-20 04:52:44.980280,2025-01-20 04:52:44.977726,
1aIu1otS7zC,1aIu1otS7z9,INVOICE_BILLING,PENDING,2025-01-20 04:52:45.446090,2025-01-20 04:52:45.443996,
1aIu1qEcb7Y,1aIu1qEcb7V,INVOICE_BILLING,PENDING,2025-01-20 04:52:45.739039,2025-01-20 04:52:45.735825,
1aIu59YugKm,1aIu59YugKj,INVOICE_BILLING,PENDING,2025-01-20 04:53:30.589551,2025-01-20 04:53:30.586294,
1aIu5Bn9Khc,1aIu5Bn9KhZ,INVOICE_BILLING,PENDING,2025-01-20 04:53:31.073879,2025-01-20 04:53:31.071554,
1aIuAATM5gh,1aIuAATM5ge,INVOICE_BILLING,PENDING,2025-01-20 04:54:38.497463,2025-01-20 04:54:38.495344,
1aIuW6v3jYJ,1aIuW6v3jYG,INVOICE_BILLING,PENDING,2025-01-20 04:59:35.650255,2025-01-20 04:59:35.648058,
1aIuvFpR2FD,1aIuvFpR2FA,INVOICE_BILLING,PENDING,2025-01-20 05:05:16.153020,2025-01-20 05:05:16.150883,
1aIv1y5c5fc,1aIv1y5c5fZ,INVOICE_BILLING,PENDING,2025-01-20 05:06:47.073154,2025-01-20 05:06:47.071186,
1aIvRVPcIjJ,1aIvRVPcIjG,INVOICE_BILLING,PENDING,2025-01-20 05:12:32.909137,2025-01-20 05:12:32.906105,
1aIvjMDoZyx,1aIvjMDoZyu,INVOICE_BILLING,PENDING,2025-01-20 05:16:34.661582,2025-01-20 05:16:34.658819,
1aIvzUE4d8c,1aIvzUE4d8Z,INVOICE_BILLING,PENDING,2025-01-20 05:20:13.085147,2025-01-20 05:20:13.082630,
1aIwF1aRA6G,1aIwF1aRA6D,INVOICE_BILLING,PENDING,2025-01-20 05:23:43.504713,2025-01-20 05:23:43.502403,
1aIwPuTgFCH,1aIwPuTOe4A,INVOICE_BILLING,PENDING,2025-01-20 05:26:10.918551,2025-01-20 05:26:10.916329,
1aIwiOM3Yfp,1aIwiOM3Yfm,INVOICE_BILLING,PENDING,2025-01-20 05:30:21.204997,2025-01-20 05:30:21.201711,
1aIwiQtJKkz,1aIwiQtJKkw,INVOICE_BILLING,PENDING,2025-01-20 05:30:21.756539,2025-01-20 05:30:21.753970,
1aIwiSKiykl,1aIwiSKiyki,INVOICE_BILLING,PENDING,2025-01-20 05:30:22.071490,2025-01-20 05:30:22.067989,
1aIx1IpOaO1,1aIx1IpOaNy,INVOICE_BILLING,PENDING,2025-01-20 05:34:37.297525,2025-01-20 05:34:37.295417,
1aIx1MGqwEH,1aIx1MGqwEE,INVOICE_BILLING,PENDING,2025-01-20 05:34:38.048428,2025-01-20 05:34:38.045824,
1aIxI2WYHHR,1aIxI2WYHHO,INVOICE_BILLING,PENDING,2025-01-20 05:38:23.955633,2025-01-20 05:38:23.952698,
1aIxQUTW0BK,1aIxQUTW0BH,INVOICE_BILLING,PENDING,2025-01-20 05:40:18.397327,2025-01-20 05:40:18.395372,
1aIxXy9Kqld,1aIxXy9Kqla,INVOICE_BILLING,PENDING,2025-01-20 05:41:59.675368,2025-01-20 05:41:59.672573,
1aIxmpBhYQl,1aIxmpBhYQi,INVOICE_BILLING,PENDING,2025-01-20 05:45:20.850858,2025-01-20 05:45:20.848571,
1aIy1BCKolY,1aIy1BCKolV,INVOICE_BILLING,PENDING,2025-01-20 05:48:35.250297,2025-01-20 05:48:35.247805,
1aIy92DEiQq,1aIy92DEiQn,INVOICE_BILLING,PENDING,2025-01-20 05:50:21.626774,2025-01-20 05:50:21.623135,
1aIyczsQPdh,1aIyczsQPde,ON_SITE_PAYMENT,PENDING,2025-01-20 05:57:07.381612,2025-01-20 05:57:07.379559,
1aJ20ZCF6V2,1aJ20ZCF6Uz,INVOICE_BILLING,PENDING,2025-01-20 06:44:25.425475,2025-01-20 06:44:25.422244,
1aJ2DvECb03,1aJ2DvECb00,INVOICE_BILLING,PENDING,2025-01-20 06:47:26.285529,2025-01-20 06:47:26.282269,
1aJ2JafWwij,1aJ2JafWwig,INVOICE_BILLING,PENDING,2025-01-20 06:48:43.047032,2025-01-20 06:48:43.044907,
1aJ2OSsQlBe,1aJ2OSsQlBb,INVOICE_BILLING,PENDING,2025-01-20 06:49:49.055727,2025-01-20 06:49:49.053384,
1aJ2avS1F0T,1aJ2avS1F0Q,INVOICE_BILLING,PENDING,2025-01-20 06:52:37.803809,2025-01-20 06:52:37.801169,
1aJ2iut9C0z,1aJ2iut9C0w,INVOICE_BILLING,PENDING,2025-01-20 06:54:26.018773,2025-01-20 06:54:26.016230,
1aJ2vPyVZqq,1aJ2vPyVZqn,INVOICE_BILLING,PENDING,2025-01-20 06:57:15.316182,2025-01-20 06:57:15.313575,
1aJ3K0P1uMl,1aJ3K0P1uMi,INVOICE_BILLING,PENDING,2025-01-20 07:02:48.287333,2025-01-20 07:02:48.284469,
1aJ3koW4qEl,1aJ3koW4qEi,INVOICE_BILLING,PENDING,2025-01-20 07:08:51.329690,2025-01-20 07:08:51.327637,
1aJ40kNqGse,1aJ40kNqGsb,INVOICE_BILLING,PENDING,2025-01-20 07:12:27.103329,2025-01-20 07:12:27.100578,
1aJ5E50DGyt,1aJ5E50DGyq,INVOICE_BILLING,PENDING,2025-01-20 07:29:27.274736,2025-01-20 07:29:27.272432,
1aJ5LhxclFQ,1aJ5LhxclFN,INVOICE_BILLING,PENDING,2025-01-20 07:31:10.579112,2025-01-20 07:31:10.576952,
1aJ5Q5MPtYP,1aJ5Q5MPtYM,INVOICE_BILLING,PENDING,2025-01-20 07:32:09.858853,2025-01-20 07:32:09.856508,
1aJ5XCyVe1W,1aJ5XCyVe1T,INVOICE_BILLING,PENDING,2025-01-20 07:33:46.319305,2025-01-20 07:33:46.316471,
1aJ6MSlHzEh,1aJ6MSlHzEe,INVOICE_BILLING,PENDING,2025-01-20 07:45:20.420535,2025-01-20 07:45:20.417350,
1aJ8M9guDuN,1aJ8M9guDuK,INVOICE_BILLING,PENDING,2025-01-20 08:13:15.492766,2025-01-20 08:13:15.489883,
1aJ9iCT4wFR,1aJ9iCT4wFO,INVOICE_BILLING,PENDING,2025-01-20 08:32:13.646050,2025-01-20 08:32:13.643337,
1aJAE1RjI4o,1aJAE1RjI4l,INVOICE_BILLING,PENDING,2025-01-20 08:39:24.589135,2025-01-20 08:39:24.587059,
1aJBAMJPULX,1aJBAMJPULU,INVOICE_BILLING,PENDING,2025-01-20 08:52:34.596324,2025-01-20 08:52:34.593974,
1aJBJdmVRoC,1aJBJdmVRo9,ON_SITE_PAYMENT,PENDING,2025-01-20 08:54:40.292571,2025-01-20 08:54:40.290011,
1aJCgUs02l3,1aJCgUs02l0,INVOICE_BILLING,PENDING,2025-01-20 09:13:49.435627,2025-01-20 09:13:49.433319,
1aJCgXZTNWP,1aJCgXZTNWM,INVOICE_BILLING,PENDING,2025-01-20 09:13:50.024419,2025-01-20 09:13:50.022366,
1aJCgZCWZqh,1aJCgZCWZqe,INVOICE_BILLING,PENDING,2025-01-20 09:13:50.379801,2025-01-20 09:13:50.377902,
1aJCgabfQnr,1aJCgabfQno,INVOICE_BILLING,PENDING,2025-01-20 09:13:50.686098,2025-01-20 09:13:50.683985,
1aJCgbz6gyd,1aJCgbz6gya,INVOICE_BILLING,PENDING,2025-01-20 09:13:50.987182,2025-01-20 09:13:50.985375,
1aJCgelLLTz,1aJCgelLLTw,INVOICE_BILLING,PENDING,2025-01-20 09:13:51.595822,2025-01-20 09:13:51.593748,
1aJCggOxk4W,1aJCggOxk4T,INVOICE_BILLING,PENDING,2025-01-20 09:13:51.955197,2025-01-20 09:13:51.953184,
1aJCgi4ZKZX,1aJCgi4ZKZU,INVOICE_BILLING,PENDING,2025-01-20 09:13:52.317760,2025-01-20 09:13:52.315829,
1aJCgjYXMjw,1aJCgjYXMjt,INVOICE_BILLING,PENDING,2025-01-20 09:13:52.642919,2025-01-20 09:13:52.640964,
1aJCgl2n02W,1aJCgl2n02T,INVOICE_BILLING,PENDING,2025-01-20 09:13:52.970262,2025-01-20 09:13:52.967145,
1aJCgmZJQNf,1aJCgmZJQNc,INVOICE_BILLING,PENDING,2025-01-20 09:13:53.300476,2025-01-20 09:13:53.298571,
1aJCs2N17jB,1aJCs2N17j8,ON_SITE_PAYMENT,PENDING,2025-01-20 09:16:25.717222,2025-01-20 09:16:25.714542,
1aJCzuaZVj5,1aJCzuaHuay,ON_SITE_PAYMENT,PENDING,2025-01-20 09:18:12.354268,2025-01-20 09:18:12.352232,
1aJCzwcbPV9,1aJCzwcbPV6,ON_SITE_PAYMENT,PENDING,2025-01-20 09:18:12.798341,2025-01-20 09:18:12.796408,
1aJFEIoOIsn,1aJFEIoOIsk,INVOICE_BILLING,PENDING,2025-01-20 09:49:26.475846,2025-01-20 09:49:26.473175,
1aKG5KJqA8V,1aKG5KJqA8S,INVOICE_BILLING,PENDING,2025-01-21 00:29:00.879177,2025-01-21 00:29:00.876692,
1aKG5eKYpy1,1aKG5eKYpxy,INVOICE_BILLING,PENDING,2025-01-21 00:29:05.248980,2025-01-21 00:29:05.246890,
1aKG5sD8kvc,1aKG5sD8kvZ,INVOICE_BILLING,PENDING,2025-01-21 00:29:08.282227,2025-01-21 00:29:08.279716,
1aKG64xRskl,1aKG64xRski,INVOICE_BILLING,PENDING,2025-01-21 00:29:11.066075,2025-01-21 00:29:11.063489,
1aKG6Fj0ZGW,1aKG6Fj0ZGT,INVOICE_BILLING,PENDING,2025-01-21 00:29:13.417160,2025-01-21 00:29:13.415370,
1aKG6Ol70Lq,1aKG6Ol70Ln,INVOICE_BILLING,PENDING,2025-01-21 00:29:15.389538,2025-01-21 00:29:15.387372,
1aKG6aZAUq5,1aKG6aZAUq2,INVOICE_BILLING,PENDING,2025-01-21 00:29:17.969220,2025-01-21 00:29:17.966615,
1aKG6ibYFUI,1aKG6ibYFUF,INVOICE_BILLING,PENDING,2025-01-21 00:29:19.725248,2025-01-21 00:29:19.723351,
1aKG6tFZTt3,1aKG6tFZTt0,INVOICE_BILLING,PENDING,2025-01-21 00:29:22.050689,2025-01-21 00:29:22.048246,
1aKG7307DBA,1aKG7307DB7,INVOICE_BILLING,PENDING,2025-01-21 00:29:24.180745,2025-01-21 00:29:24.178724,
1aKG7DHvsTx,1aKG7DHvsTu,INVOICE_BILLING,PENDING,2025-01-21 00:29:26.425858,2025-01-21 00:29:26.424220,
1aKG7JGhsND,1aKG7JGhsNA,INVOICE_BILLING,PENDING,2025-01-21 00:29:27.741081,2025-01-21 00:29:27.732079,
1aKGQInMCAW,1aKGQInMCAT,ON_SITE_PAYMENT,PENDING,2025-01-21 00:33:44.932946,2025-01-21 00:33:44.930946,
1aKGiXBk7vR,1aKGiXBk7vO,INVOICE_BILLING,PENDING,2025-01-21 00:37:51.842374,2025-01-21 00:37:51.836962,
1aKGxPztiix,1aKGxPztiiu,INVOICE_BILLING,PENDING,2025-01-21 00:41:13.399536,2025-01-21 00:41:13.397549,
